VIN,Year,Model,Trim,Engine,Trans.,Drivetrain,Exterior_Color,Interior_Color,Interior,MSRP,Order_Number
2C3CDZL96PH103093,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6157
2C3CDZL98PH103094,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,465 ",6158
2C3CDZL97PH501459,2023,CHALLENGER,SRT JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Octane Red,Black / Hammerhead-Gray,Laguna Leather Seat with SRT Hellcat Logo,"$104,365 ",6477
2C3CDZL9XPH103095,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Grey,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$176,855 ",6159
2C3CDZL91PH103096,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,COUCHE NACREE BLEU GLACE,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,147265,6160
2C3CDZL93PH103097,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$166,860 ",6161
2C3CDZL95PH103098,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6162
2C3CDZL99PH501463,2023,CHALLENGER,SRT JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,F8 Green,Black / Sepia,Laguna Leather Seat with SRT Hellcat Logo,"$102,272 ",6780
2C3CDZL97PH103099,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$160,465 ",6163
2C3CDZL9XPH103100,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6164
2C3CDZL90PH501464,2023,CHALLENGER,SRT SUPER STOCK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Octane Red,Black,Laguna Leather Seat with SRT Hellcat Logo,"$103,310 ",6781
2C3CDZL91PH103101,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Granite Crystal Metallic,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$150,915 ",6165
2C3CDZL93PH103102,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,COUCHE NACREE VIOLET PRUNE,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,146870,6166
2C3CDZL95PH103103,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,GRIS DESTROYER,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,160465,6167
2C3CDZL96PH501467,2023,CHALLENGER,SRT JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black / Sepia,Laguna Leather Seat with SRT Hellcat Logo,"$101,081 ",6982
2C3CDZL97PH103104,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,F8 Green Metallic,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$149,920 ",6168
2C3CDZL98PH501468,2023,CHALLENGER,SRT SUPER STOCK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black,Alcantara / Nappa Leather Seat with Hellcat Logo,"$98,275 ",7076
2C3CDZL99PH103105,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6169
2C3CDZL90PH103106,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$144,875 ",6170
2C3CDZL96PH501470,2023,CHALLENGER,SRT JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Granite,Black / Hammerhead-Gray,Laguna Leather Seat with SRT Hellcat Logo,"$102,671 ",7218
2C3CDZL92PH103107,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,465 ",6171
2C3CDZL98PH501471,2023,CHALLENGER,SRT SUPER STOCK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,Alcantara / Laguna Seats with SRT Hellcat Logo,"$106,710 ",7236
2C3CDZL94PH103108,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6172
2C3CDZL9XPH501472,2023,CHALLENGER,SRT REDEYE WIDEBODY JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Frostbite,Black / Hammerhead-Gray,Laguna Leather Seat with SRT Hellcat Logo,"$104,346 ",7244
2C3CDZL96PH103109,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6173
2C3CDZL92PH103110,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$146,475 ",6174
2C3CDZL93PH501474,2023,CHALLENGER,SRT JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Hammerhead-Gray,Laguna Leather Seat with SRT Hellcat Logo,"$97,002 ",7378
2C3CDZL94PH103111,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,VERT SUBLIME METALLISE,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,147470,6175
2C3CDZL95PH501475,2023,CHALLENGER,SRT SUPER STOCK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,Laguna Leather Seat with SRT Hellcat Logo,"$101,495 ",7391
2C3CDZL96PH103112,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,NOIR ABSOLU,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,149475,6176
2C3CDZL98PH103113,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,075 ",6177
2C3CDZL9XPH103114,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,VERT SUBLIME METALLISE,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,149475,6178
2C3CDZL91PH103115,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,865 ",6179
2C3CDZL93PH103116,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6180
2C3CDZL99PH501480,2023,CHALLENGER,SRT REDEYE WIDEBODY JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black / Hammerhead-Gray,Laguna Leather Seat with SRT Hellcat Logo,"$98,090 ",7495
2C3CDZL95PH103117,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$145,270 ",6181
2C3CDZL90PH501481,2023,CHALLENGER,SRT JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Hammerhead-Gray,Laguna Leather Seat with SRT Hellcat Logo,"$94,613 ",7503
2C3CDZL97PH103118,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$157,465 ",6182
2C3CDZL99PH103119,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,075 ",6183
2C3CDZL95PH103120,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Grey,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6184
2C3CDZL97PH103121,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Grey,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$150,470 ",6185
2C3CDZL96PH501484,2023,CHALLENGER,SRT JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sinamon Stick,Black / Sepia,Laguna Leather Seat with SRT Hellcat Logo,"$104,565 ",7538
2C3CDZL99PH103122,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,ORANGE BRULE,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,150470,6186
2C3CDZL98PH501485,2023,CHALLENGER,SRT REDEYE WIDEBODY JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black / Hammerhead-Gray,Laguna Leather Seat with SRT Hellcat Logo,"$104,495 ",7552
2C3CDZL90PH103123,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6187
2C3CDZL92PH103124,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$157,860 ",6188
2C3CDZL94PH103125,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$144,275 ",6189
2C3CDZL93PH501488,2023,CHALLENGER,SRT SUPER STOCK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Octane Red,Black,Laguna Leather Seat with SRT Hellcat Logo,"$103,610 ",7657
2C3CDZL96PH103126,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6190
2C3CDZL98PH103127,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,465 ",6191
2C3CDZL91PH501490,2023,CHALLENGER,SRT JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Sepia,Laguna Leather Seat with SRT Hellcat Logo,"$100,211 ",7690
2C3CDZL9XPH103128,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,COUCHE NACREE VIOLET PRUNE,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,160465,6192
2C3CDZL91PH103129,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6193
2C3CDZL95PH501492,2023,CHALLENGER,SRT SUPER STOCK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black,Laguna Leather Seat with SRT Hellcat Logo,"$101,325 ",7750
2C3CDZL98PH103130,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6194
2C3CDZL97PH501493,2023,CHALLENGER,SRT SUPER STOCK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,Laguna Leather Seat with SRT Hellcat Logo,"$98,630 ",7784
2C3CDZL9XPH103131,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6195
2C3CDZL91PH103132,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6196
2C3CDZL90PH501495,2023,CHALLENGER,SRT JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black / Sepia,Laguna Leather Seat with SRT Hellcat Logo,"$104,895 ",7809
2C3CDZL93PH103133,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$145,270 ",6197
2C3CDZL92PH501496,2023,CHALLENGER,SRT REDEYE WIDEBODY JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sinamon Stick,Black / Sepia,Laguna Leather Seat with SRT Hellcat Logo,"$109,040 ",7823
2C3CDZL95PH103134,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6198
2C3CDZL97PH103135,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,465 ",6199
2C3CDZL99PH103136,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,F8 Green Metallic,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$155,315 ",6200
2C3CDZL90PH103137,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$144,275 ",6201
2C3CDZL92PH103138,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$149,870 ",6202
2C3CDZL94PH103139,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$146,870 ",6203
2C3CDZL90PH103140,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6204
2C3CDZL94PH501502,2023,CHALLENGER,SRT REDEYE WIDEBODY JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black / Hammerhead-Gray,Laguna Leather Seat with SRT Hellcat Logo,"$104,355 ",7903
2C3CDZL92PH103141,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$148,260 ",6205
2C3CDZL96PH501503,2023,CHALLENGER,SRT JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Hammerhead-Gray,Laguna Leather Seat with SRT Hellcat Logo,"$97,200 ",7924
2C3CDZL94PH103142,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Octane Red Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,860 ",6206
2C3CDZL98PH501504,2023,CHALLENGER,SRT SUPER STOCK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,Houndstooth Seats � SRT Hellcat Logo,"$96,440 ",7935
2C3CDZL96PH103143,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,860 ",6207
2C3CDZL98PH103144,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$149,080 ",6208
2C3CDZL91PH501506,2023,CHALLENGER,SRT JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black / Sepia,Laguna Leather Seat with SRT Hellcat Logo,"$96,807 ",7969
2C3CDZL9XPH103145,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Grey,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$144,875 ",6209
2C3CDZL91PH103146,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$146,870 ",6210
2C3CDZL93PH103147,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6211
2C3CDZL95PH103148,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$144,875 ",6212
2C3CDZL97PH103149,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6213
2C3CDZL93PH103150,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$158,255 ",6214
2C3CDZL95PH103151,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,465 ",6215
2C3CDZL99PH501513,2023,CHALLENGER,SRT REDEYE WIDEBODY JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Hammerhead-Gray,Laguna Leather Seat with SRT Hellcat Logo,"$103,330 ",8115
2C3CDZL97PH103152,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6216
2C3CDZL99PH103153,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Frostbite Pearl,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$149,870 ",6217
2C3CDZL90PH103154,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,865 ",6218
2C3CDZL94PH501516,2023,CHALLENGER,SRT REDEYE WIDEBODY JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Sepia,Laguna Leather Seat with SRT Hellcat Logo,"$101,311 ",8143
2C3CDZL92PH103155,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,465 ",6219
2C3CDZL96PH501517,2023,CHALLENGER,SRT JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,F8 Green,Black / Sepia,Laguna Leather Seat with SRT Hellcat Logo,"$102,801 ",8155
2C3CDZL94PH103156,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$150,865 ",6220
2C3CDZL96PH103157,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,470 ",6221
2C3CDZL9XPH501519,2023,CHALLENGER,SRT SUPER STOCK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,Alcantara / Laguna Seats with SRT Hellcat Logo,"$100,300 ",8231
2C3CDZL98PH103158,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$149,080 ",6222
2C3CDZL9XPH103159,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$155,265 ",6223
2C3CDZL98PH501521,2023,CHALLENGER,SRT JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,F8 Green,Black / Sepia,Laguna Leather Seat with SRT Hellcat Logo,"$101,085 ",8240
2C3CDZL96PH103160,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,860 ",6224
2C3CDZL98PH103161,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$144,875 ",6225
2C3CDZL9XPH103162,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$157,860 ",6226
2C3CDZL91PH103163,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,NOIR ABSOLU,NOIR AVEC SIEGES ROUGE FOUDROYANT,SRTMD DEMON 170 LAGUNA LEATHER SEATS,160465,6227
2C3CDZL93PH103164,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,465 ",6228
2C3CDZL95PH103165,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,483 ",6229
2C3CDZL97PH103166,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,ROUGE ECARLATE,NOIR AVEC SIEGES ROUGE FOUDROYANT,SRTMD DEMON 170 LAGUNA LEATHER SEATS,165470,6230
