VIN,Year,Model,Body,Trim,Engine,Trans.,Drivetrain,Exterior_Color,Interior_Color,Interior,MSRP,Order #,Equipment
2C3CDZL94PH100001,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Laguna Leather Seats,"$162,836 ",3065,"""{\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Jailbreak 170\"":\""29995\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL96PH100002,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Cloth Seats,"$127,836 ",3066,"""{\""Plum Crazy Exterior Paint\"":\""95\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""14605\"",\""Full Cloth Interior\"":\""1995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Trunk Dress Kit for Cloth Interior\"":\""295\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood Graphic\"":\""1995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL98PH100003,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$162,441 ",3067,"""{\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Jailbreak 170\"":\""29995\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL9XPH100004,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Frostbite,Black,170 Alcantara Leather Seats,"$134,631 ",3068,"""{\""Frostbite Exterior Paint\"":\""95\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""14605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL91PH100005,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black / Demonic Red,170 Laguna Leather Seats,"$145,631 ",3069,"""{\""Plum Crazy Exterior Paint\"":\""95\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Power Sunroof\"":\""9995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL93PH100006,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black,170 Cloth Seats,"$115,751 ",3070,"""{\""Triple Nickel Exterior Paint\"":\""95\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""14605\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL95PH100007,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Octane Red,Black,170 Cloth Seats,"$131,836 ",3071,"""{\""Octane Red Exterior Paint\"":\""395\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Full Cloth Interior\"":\""1995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Trunk Dress Kit for Cloth Interior\"":\""295\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL97PH100008,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Frostbite,Black,170 Alcantara Leather Seats,"$123,746 ",3072,"""{\""Frostbite Exterior Paint\"":\""95\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL99PH100009,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$136,141 ",3073,"""{\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL95PH100010,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Alcantara Leather Seats,"$131,841 ",3074,"""{\""Go Mango Exterior Paint\"":\""395\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""14605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood Graphic\"":\""1995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL97PH100011,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$161,446 ",3075,"""{\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Jailbreak 170\"":\""29995\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL99PH100012,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$146,926 ",3076,"""{\""Sublime Exterior Paint\"":\""395\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Power Sunroof\"":\""9995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL90PH100013,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$135,936 ",3077,"""{\""Sublime Exterior Paint\"":\""395\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL92PH100014,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sinamon Stick,Black,170 Alcantara Leather Seats,"$134,536 ",3078,"""{\""Sinamon Stick Exterior Paint\"":\""395\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""14605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL94PH100015,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$162,836 ",3079,"""{\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Jailbreak 170\"":\""29995\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL96PH100016,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Gray,Black / Demonic Red,170 Laguna Leather Seats,"$134,631 ",3080,"""{\""Destroyer Gray Exterior Paint\"":\""95\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""14605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL98PH100017,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Demonic Red,170 Laguna Leather Seats,"$133,541 ",3081,"""{\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""14605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL9XPH100018,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$161,841 ",3082,"""{\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Jailbreak 170\"":\""29995\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL91PH100019,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black,170 Alcantara Leather Seats,"$144,231 ",3083,"""{\""Triple Nickel Exterior Paint\"":\""95\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""14605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Power Sunroof\"":\""9995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL98PH100020,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$162,836 ",3084,"""{\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Jailbreak 170\"":\""29995\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL9XPH100021,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$117,956 ",3085,"""{\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""14605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL91PH100022,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$124,441 ",3086,"""{\""Sublime Exterior Paint\"":\""395\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL93PH100023,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Cloth Seats,"$125,846 ",3087,"""{\""Go Mango Exterior Paint\"":\""395\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""14605\"",\""Full Cloth Interior\"":\""1995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL95PH100024,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$142,926 ",3088,"""{\""Plum Crazy Exterior Paint\"":\""95\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""14605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Power Sunroof\"":\""9995\"",\""170 Satin Black Hood Graphic\"":\""1995\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL97PH100025,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$134,236 ",3089,"""{\""Plum Crazy Exterior Paint\"":\""95\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""14605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL99PH100026,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Demonic Red,170 Laguna Leather Seats,"$120,951 ",3090,"""{\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL90PH100027,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black / Demonic Red,170 Laguna Leather Seats,"$130,936 ",3091,"""{\""Triple Nickel Exterior Paint\"":\""95\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""14605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL92PH100028,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Alcantara Leather Seats,"$132,841 ",3092,"""{\""Go Mango Exterior Paint\"":\""395\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL94PH100029,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Frostbite,Black / Demonic Red,170 Laguna Leather Seats,"$135,636 ",3093,"""{\""Frostbite Exterior Paint\"":\""95\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL90PH100030,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$123,736 ",3094,"""{\""Sublime Exterior Paint\"":\""395\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood Graphic\"":\""1995\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL92PH100031,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$131,546 ",3095,"""{\""Plum Crazy Exterior Paint\"":\""95\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL94PH100032,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black,170 Alcantara Leather Seats,"$136,236 ",3096,"""{\""B5 Blue Exterior Paint\"":\""95\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
2C3CDZL96PH100033,2023,CHALLENGER,COUPE,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black / Demonic Red,170 Laguna Leather Seats,"$136,631 ",3097,"""{\""Plum Crazy Exterior Paint\"":\""95\"",\""SRT\\u00ae Hellcat Redeye Widebody - 27Q\"":\""16605\"",\""Premium Group - Black Alcantara / Laguna\"":\""5995\"",\""SRT\\u00ae Demon 170\"":\""20466\"",\""Demonic Red Seat Belts\"":\""395\"",\""TorqueFlite\\u00ae 8-Speed Automatic Transmission\"":\""2995\"",\""170 Satin Black Hood / Roof / Decklid Graphic\"":\""3695\"",\""Uconnect\\u00ae 4C NAV with 8.4-Inch Touch Screen Display\"":\""995\"",\""Carbon Fiber 2-Piece Wheels - Frt 8x8 Rr 17x11\"":\""11495\"",\""Gas Guzzler Tax\"":\""3700\"",\""Destination Charge\"":\""1595\""}"""
