model,exterior_color,interior_color,transmission,engine,ordernum,total_vehicle_price,vin,dealer,location,json,rpos
2024 CT5 PREMIUM LUXURY,SUMMIT WHITE,SAHARA BEIGE W/ JET,10-SPEED AUTO,"3.0L TWIN TURBO V6, SIDI",CGPM4F,"$61,070.00 ",1G6DS5RW7R0100001,GENERAL MOTORS LLC,"WARREN, MI 48093","{""maker"":""CADILLAC"", ""model_year"":""2024"", ""mmc_code"":"" 6DC79"", ""vin"":""1G6DS5RW7R0100001"", ""sitedealer_code"":"" 35104"", ""sell_source"": ""12"", ""order_number"": ""CGPM4F"", ""creation_date"":""8/2/2023"", ""Options"":[""AEF"", ""AER"", ""AHP"", ""AJC"", ""AJW"", ""AKP"", ""AL0"", ""AM9"", ""AQ9"", ""ATH"", ""AT8"", ""AVK"", ""AVN"", ""AVU"", ""AXG"", ""AXJ"", ""AYG"", ""A2X"", ""A45"", ""A7K"", ""BTV"", ""BYO"", ""B34"", ""B35"", ""B56"", ""B7G"", ""CE1"", ""CJ2"", ""CWM"", ""C3U"", ""C70"", ""DEG"", ""DRZ"", ""DXR"", ""D7A"", ""EF7"", ""EPH"", ""E22"", ""E28"", ""FE2"", ""FE9"", ""FJW"", ""F46"", ""GAZ"",""HD7"", ""HIK"", ""HME"", ""HRD"", ""HS1"", ""IOT"", ""IVN"", ""JJ2"", ""JL9"", ""JM8"", ""J24"", ""J77"", ""KA1"", ""KB7"", ""KD4"", ""KEM"", ""KI3"", ""KL9"", ""KPA"", ""KRV"", ""KSG"", ""KU9"", ""K12"", ""K4C"", ""LAL"", ""LGY"", ""MAH"", ""MCR"", ""MDE"", ""MHS"", ""NE8"", ""NTB"", ""N30"", ""N38"", ""OAR"", ""PPW"", ""QBJ"", ""Q84"", ""RSR"", ""R7V"", ""R8R"", ""R9N"", ""R9Z"", ""SLM"", ""TDM"", ""TFK"", ""TL3"", ""TQ5"", ""TTW"", ""T4L"", ""T8Z"", ""T87"", ""UDV"", ""UEU"", ""UE1"", ""UE4"", ""UFG"", ""UGC"", ""UGE"", ""UGN"", ""UG1"", ""UJN"", ""UKC"", ""UKG"", ""UKJ"", ""UKK"", ""UKL"", ""UMN"", ""UQP"", ""USS"", ""UVZ"", ""UV2"", ""UV6"",""U2K"", ""U2L"", ""U80"", ""VHM"", ""VH9"", ""VRF"", ""VRG"", ""VRH"", ""VRJ"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VT7"", ""VV4"", ""V76"", ""V8D"", ""WKA"", ""WMY"", ""XL8"", ""XVR"", ""Y26"", ""Y5V"", ""Y5W"", ""Y5X"", ""Y5Y"", ""Y6F"", ""Y6L"", ""0ST"", ""1NF"", ""1SD"", ""1SZ"", ""2NF"", ""2ST"", ""4GP"", ""5A7"", ""5FC"", ""6X1"", ""7X1"", ""719"", ""8X2"", ""9L3"", ""9X2"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """","""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}",
2024 CT4 PREMIUM LUXURY,BLACK RAVEN,WHISPER BEIGE W/ JET BLACK ACCENTS,10-SPD AUTOMATIC,"2.7L TURBO, 4-CYL",CGNW3C,"$54,740.00 ",1G6DF5RL6R0100002,GENERAL MOTORS LLC,"WARREN, MI 48093","{""maker"":""CADILLAC"", ""model_year"":""2024"", ""mmc_code"":"" 6DC69"", ""vin"":""1G6DF5RL6R0100002"", ""sitedealer_code"":"" 35104"", ""sell_source"": ""12"", ""order_number"": ""CGNW3C"", ""creation_date"":""8/2/2023"", ""Options"":[""AEF"", ""AEQ"", ""AJC"", ""AJW"", ""AL0"", ""AM9"", ""AQ9"", ""ATH"", ""AT8"", ""AVK"", ""AVN"", ""AVU"", ""AXG"", ""AXJ"", ""AYG"", ""A2X"", ""A45"", ""A69"", ""A7K"", ""BTV"", ""BYO"", ""B34"", ""B35"", ""B56"", ""B6K"", ""CE1"", ""CF5"", ""CJ2"", ""CWM"", ""C59"", ""DD8"", ""DEG"", ""DMB"", ""D7A"", ""EF7"", ""EPH"", ""E22"", ""E28"", ""FE2"", ""FE9"", ""FJW"", ""F46"", ""GBA"", ""HME"",""HNC"", ""HRD"", ""HS1"", ""IOT"", ""IVN"", ""JE5"", ""JJ2"", ""JM8"", ""J24"", ""J77"", ""KA1"", ""KB7"", ""KD4"", ""KI3"", ""KL9"", ""KPA"", ""KRV"", ""KSG"", ""KU9"", ""K4C"", ""K6L"", ""LAL"", ""L3B"", ""MAH"", ""MCR"", ""MQA"", ""NE8"", ""NTB"", ""N30"", ""N37"", ""OAR"", ""PPW"", ""Q4A"", ""Q7B"", ""RSR"", ""R6W"", ""R7V"", ""R9N"", ""R9Z"", ""SLM"", ""TDM"", ""TFK"", ""TQ5"", ""TSQ"", ""TTW"", ""T4L"", ""T8Z"", ""T87"", ""UC3"", ""UDV"", ""UD5"", ""UEU"", ""UE1"", ""UE4"", ""UFG"", ""UGC"", ""UGE"", ""UGN"", ""UG1"", ""UJN"", ""UKC"", ""UKJ"", ""UKL"", ""UMN"", ""UQS"", ""UVZ"", ""UV2"", ""UV6"", ""U2K"", ""U2L"", ""U80"", ""VHM"", ""VH9"",""VRF"", ""VRG"", ""VRH"", ""VRJ"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VT7"", ""VV4"", ""V76"", ""V8D"", ""WKA"", ""WMY"", ""XL8"", ""XVR"", ""Y26"", ""Y5X"", ""Y5Y"", ""Y6F"", ""0ST"", ""1NF"", ""1SD"", ""1SZ"", ""2NF"", ""2ST"", ""4JO"", ""5A7"", ""5FC"", ""6X1"", ""7X1"", ""719"", ""8X2"", ""9L3"", ""9X2"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """","""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}",
2024 CT5 LUXURY,BLACK RAVEN,JET BLACK W/ JET BLACK ACCENTS,10-SPEED,2.0L TURBO,CGPK2Q,"$45,190.00 ",1G6DX5RK2R0100003,GENERAL MOTORS LLC,"WARREN, MI 48092-2709","{""maker"":""CADILLAC"", ""model_year"":""2024"", ""mmc_code"":"" 6DB79"", ""vin"":""1G6DX5RK2R0100003"", ""sitedealer_code"":"" 31111"", ""sell_source"": ""12"", ""order_number"": ""CGPK2Q"", ""creation_date"":""8/2/2023"", ""Options"":[""AEF"", ""AER"", ""AHP"", ""AJC"", ""AJW"", ""AKP"", ""AL0"", ""AL9"", ""AM9"", ""AQ9"", ""ATH"", ""AT8"", ""AT9"", ""AVN"", ""AXG"", ""AXJ"", ""AYG"", ""A2X"", ""A7J"", ""BTV"", ""BYO"", ""B34"", ""B35"", ""B56"", ""CE1"", ""CJ2"", ""C3U"", ""DEG"", ""DWK"", ""D31"", ""D75"", ""EF7"", ""EPH"", ""E22"", ""E28"", ""FE2"", ""FE9"", ""FJW"", ""F46"", ""GBA"", ""HRD"", ""HS1"", ""H2G"", ""IOT"", ""IVN"",""JJ2"", ""JL9"", ""JM8"", ""J24"", ""J77"", ""KA1"", ""KBC"", ""KD4"", ""KI3"", ""KL9"", ""KPA"", ""KRV"", ""K12"", ""K34"", ""K4C"", ""LAL"", ""LSY"", ""MAH"", ""MCR"", ""MDE"", ""MQ2"", ""NE8"", ""NP5"", ""NTB"", ""N37"", ""OAR"", ""PCM"", ""PPW"", ""QBC"", ""Q81"", ""RSR"", ""R8R"", ""R9N"", ""SLM"", ""TDM"", ""TFK"", ""TQ5"", ""TTW"", ""T4L"", ""T8Z"", ""UDD"", ""UD7"", ""UEU"", ""UE1"", ""UE4"", ""UFG"", ""UGC"", ""UGE"", ""UG1"", ""UHX"", ""UHY"", ""UIT"", ""UJN"", ""UKC"", ""UKJ"", ""UMN"", ""UQP"", ""USS"", ""UVB"", ""U2K"", ""U2L"", ""U80"", ""VHM"", ""VH9"", ""VRF"", ""VRG"", ""VRH"", ""VRJ"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"",""VTI"", ""VT7"", ""VV4"", ""V76"", ""V8D"", ""WD0"", ""WMY"", ""XL8"", ""Y19"", ""Y26"", ""Y5V"", ""Y5W"", ""Y5X"", ""0ST"", ""1NF"", ""1SB"", ""1SZ"", ""2NF"", ""2ST"", ""4AA"", ""5A7"", ""5FC"", ""6X1"", ""7X1"", ""719"", ""8X2"", ""9L3"", ""9X2"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """","""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}",
2024 CT5 LUXURY,SUMMIT WHITE,SAHARA BEIGE W/ JET,10-SPEED,2.0L TURBO,CGPK84,"$42,390.00 ",1G6DS5RK6R0100004,GENERAL MOTORS LLC,"WARREN, MI 48092-2709","{""maker"":""CADILLAC"", ""model_year"":""2024"", ""mmc_code"":"" 6DB79"", ""vin"":""1G6DS5RK6R0100004"", ""sitedealer_code"":"" 31111"", ""sell_source"": ""12"", ""order_number"": ""CGPK84"", ""creation_date"":""8/2/2023"", ""Options"":[""AEF"", ""AER"", ""AHP"", ""AJC"", ""AJW"", ""AKP"", ""AL0"", ""AL9"", ""AM9"", ""AQ9"", ""ATH"", ""AT8"", ""AT9"", ""AVN"", ""AXG"", ""AXJ"", ""AYG"", ""A2X"", ""A7J"", ""BTV"", ""BYO"", ""B34"", ""B35"", ""B56"", ""CE1"", ""CJ2"", ""DEG"", ""DWK"", ""D31"", ""D75"", ""EF7"", ""EPH"", ""E22"", ""E28"", ""FE2"", ""FE9"", ""FJW"", ""F46"", ""GAZ"", ""HIT"", ""HRD"", ""HS1"", ""IOS"", ""IVN"", ""JJ2"",""JL9"", ""JM8"", ""J24"", ""J77"", ""KA1"", ""KBC"", ""KD4"", ""KI3"", ""KL9"", ""KPA"", ""KRV"", ""K12"", ""K34"", ""K4C"", ""LAL"", ""LSY"", ""MAH"", ""MCR"", ""MDE"", ""MQ2"", ""NE8"", ""NP5"", ""NTB"", ""N37"", ""OAR"", ""PPW"", ""QBC"", ""Q81"", ""RSR"", ""R8R"", ""R9N"", ""SLM"", ""TDM"", ""TFK"", ""TQ5"", ""TTW"", ""T4L"", ""T8Z"", ""UDD"", ""UD7"", ""UEU"", ""UE1"", ""UE4"", ""UFG"", ""UGC"", ""UGE"", ""UG1"", ""UHX"", ""UHY"", ""UIT"", ""UJN"", ""UKC"", ""UKJ"", ""UMN"", ""UQG"", ""USS"", ""UVB"", ""U2K"", ""U2L"", ""U80"", ""VHM"", ""VH9"", ""VRF"", ""VRG"", ""VRH"", ""VRJ"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VTI"", ""VT7"",""VV4"", ""V76"", ""V8D"", ""WD0"", ""WMY"", ""XL8"", ""Y19"", ""Y5V"", ""Y5W"", ""Y5X"", ""0ST"", ""1NF"", ""1SB"", ""1SZ"", ""2NF"", ""2ST"", ""4GP"", ""5A7"", ""5FC"", ""6X1"", ""7X1"", ""719"", ""8X2"", ""9L3"", ""9X2"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """","""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}",
2024 CT5 PREMIUM LUXURY,CRYSTAL WHITE TRICOAT,JET BLACK W/ JET BLACK ACCENTS,10-SPEED,2.0L TURBO,CGPMDC,"$56,945.00 ",1G6DS5RK8R0100005,GENERAL MOTORS LLC,"WARREN, MI 48092-2709","{""maker"":""CADILLAC"", ""model_year"":""2024"", ""mmc_code"":"" 6DC79"", ""vin"":""1G6DS5RK8R0100005"", ""sitedealer_code"":"" 31111"", ""sell_source"": ""12"", ""order_number"": ""CGPMDC"", ""creation_date"":""8/2/2023"", ""Options"":[""AEF"", ""AER"", ""AHP"", ""AJC"", ""AJW"", ""AKP"", ""AL0"", ""AM9"", ""AQ9"", ""ATH"", ""AT8"", ""AVK"", ""AVN"", ""AVU"", ""AXG"", ""AXJ"", ""AYG"", ""A2X"", ""A45"", ""A7K"", ""BTV"", ""BYO"", ""B34"", ""B35"", ""B56"", ""B7G"", ""CE1"", ""CJ2"", ""CWM"", ""C70"", ""DEG"", ""DRZ"", ""DXR"", ""D7A"", ""EF7"", ""EPH"", ""E22"", ""E28"", ""FE2"", ""FE9"", ""FJW"", ""F46"", ""G1W"", ""HD7"",""HME"", ""HRD"", ""HS1"", ""H1Y"", ""IOT"", ""IVN"", ""JJ2"", ""JL9"", ""JM8"", ""J24"", ""J77"", ""KA1"", ""KB7"", ""KD4"", ""KEM"", ""KI3"", ""KL9"", ""KPA"", ""KRV"", ""KSG"", ""KU9"", ""K12"", ""K4C"", ""LAL"", ""LSY"", ""MAH"", ""MCR"", ""MDE"", ""MQ2"", ""NE8"", ""NTB"", ""N30"", ""N38"", ""OAR"", ""PPW"", ""QBF"", ""RQL"", ""RSR"", ""R8R"", ""R9N"", ""SLM"", ""TDM"", ""TFK"", ""TL3"", ""TQ5"", ""TTW"", ""T4L"", ""T8Z"", ""T87"", ""UDV"", ""UEU"", ""UE1"", ""UE4"", ""UFG"", ""UGC"", ""UGE"", ""UGN"", ""UG1"", ""UJN"", ""UKC"", ""UKG"", ""UKJ"", ""UKK"", ""UKL"", ""UMN"", ""UQP"", ""USS"", ""UVZ"", ""UV2"", ""UV6"", ""U2K"", ""U2L"", ""U80"",""VHM"", ""VH9"", ""VRF"", ""VRG"", ""VRH"", ""VRJ"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VT7"", ""VV4"", ""V76"", ""V8D"", ""WD0"", ""WKA"", ""WMY"", ""XL8"", ""XVR"", ""Y26"", ""Y5V"", ""Y5W"", ""Y5X"", ""Y5Y"", ""Y6F"", ""Y6L"", ""0ST"", ""1NF"", ""1SD"", ""1SZ"", ""2NF"", ""2ST"", ""4AA"", ""5A7"", ""5FC"", ""6X1"", ""7X1"", ""719"", ""8X2"", ""9L3"", ""9X2"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """","""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}",
2024 CT5 PREMIUM LUXURY,RADIANT RED TINTCOAT,SAHARA BEIGE W/ JET,10-SPEED,2.0L TURBO,CGPMDR,"$54,895.00 ",1G6DS5RKXR0100006,GENERAL MOTORS LLC,"WARREN, MI 48092-2709","{""maker"":""CADILLAC"", ""model_year"":""2024"", ""mmc_code"":"" 6DC79"", ""vin"":""1G6DS5RKXR0100006"", ""sitedealer_code"":"" 31111"", ""sell_source"": ""12"", ""order_number"": ""CGPMDR"", ""creation_date"":""8/2/2023"", ""Options"":[""AEF"", ""AER"", ""AHP"", ""AJC"", ""AJW"", ""AKP"", ""AL0"", ""AM9"", ""AQ9"", ""ATH"", ""AT8"", ""AVK"", ""AVN"", ""AVU"", ""AXG"", ""AXJ"", ""AYG"", ""A2X"", ""A45"", ""A7K"", ""BTV"", ""BYO"", ""B34"", ""B35"", ""B56"", ""B7G"", ""CE1"", ""CJ2"", ""CWM"", ""C3U"", ""C70"", ""DEG"", ""DRZ"", ""DXR"", ""D7A"", ""EF7"", ""EPH"", ""E22"", ""E28"", ""FE2"", ""FE9"", ""FJW"", ""F46"", ""GNT"",""HD7"", ""HIK"", ""HME"", ""HRD"", ""HS1"", ""IOT"", ""IVN"", ""JJ2"", ""JL9"", ""JM8"", ""J24"", ""J77"", ""KA1"", ""KBC"", ""KD4"", ""KEM"", ""KI3"", ""KL9"", ""KPA"", ""KRV"", ""KSG"", ""KU9"", ""K12"", ""K4C"", ""LAL"", ""LSY"", ""MAH"", ""MCR"", ""MDE"", ""MQ2"", ""NE8"", ""NP5"", ""NTB"", ""N38"", ""OAR"", ""PPW"", ""QBC"", ""RSR"", ""R8R"", ""R9N"", ""SLM"", ""TDM"", ""TFK"", ""TL3"", ""TQ5"", ""TTW"", ""T4L"", ""T8Z"", ""T87"", ""UDV"", ""UEU"", ""UE1"", ""UE4"", ""UFG"", ""UGC"", ""UGE"", ""UGN"", ""UG1"", ""UHX"", ""UJN"", ""UKC"", ""UKG"", ""UKJ"", ""UKK"", ""UMN"", ""UQP"", ""USS"", ""UVZ"", ""UV2"", ""UV6"", ""U2K"", ""U2L"", ""U80"",""VHM"", ""VH9"", ""VRF"", ""VRG"", ""VRH"", ""VRJ"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VT7"", ""VV4"", ""V76"", ""V8D"", ""WD0"", ""WMY"", ""XL8"", ""XVR"", ""Y26"", ""Y5V"", ""Y5W"", ""Y5X"", ""Y5Y"", ""Y6F"", ""Y6L"", ""0ST"", ""1NF"", ""1SD"", ""1SZ"", ""2NF"", ""2ST"", ""4GP"", ""5A7"", ""5FC"", ""57R"", ""6X1"", ""7X1"", ""719"", ""8X2"", ""9L3"", ""9X2"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """","""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}",
2024 CT5 SPORT,MIDNIGHT STEEL METALLIC,JET BLACK W/ JET BLACK ACCENTS,10-SPEED,2.0L TURBO,CGPMJ9,"$55,105.00 ",1G6DU5RK9R0100007,GENERAL MOTORS LLC,"WARREN, MI 48092-2709","{""maker"":""CADILLAC"", ""model_year"":""2024"", ""mmc_code"":"" 6DD79"", ""vin"":""1G6DU5RK9R0100007"", ""sitedealer_code"":"" 31111"", ""sell_source"": ""12"", ""order_number"": ""CGPMJ9"", ""creation_date"":""8/2/2023"", ""Options"":[""AEF"", ""AER"", ""AHC"", ""AHE"", ""AHF"", ""AHH"", ""AHP"", ""AJC"", ""AJW"", ""AKP"", ""AL0"", ""AM9"", ""AQ9"", ""ATH"", ""AT8"", ""AVK"", ""AVN"", ""AVU"", ""AXG"", ""AXJ"", ""AYG"", ""A2X"", ""A45"", ""A7K"", ""BTV"", ""BYO"", ""B34"", ""B35"", ""B6A"", ""B7G"", ""CE1"", ""CJ2"", ""CWM"", ""C3U"", ""C70"", ""C73"", ""DEG"", ""DRZ"", ""DXR"", ""D52"", ""D75"", ""EF7"", ""EPH"", ""E22"",""E28"", ""FE2"", ""FE9"", ""FJW"", ""F46"", ""GXU"", ""HD7"", ""HME"", ""HRD"", ""HS1"", ""HXR"", ""IOT"", ""IVN"", ""JF5"", ""JJ2"", ""JL9"", ""JM8"", ""J24"", ""J77"", ""KA1"", ""KB7"", ""KD4"", ""KEM"", ""KI3"", ""KL9"", ""KPA"", ""KRV"", ""KSG"", ""K12"", ""K4C"", ""LAL"", ""LSY"", ""MAH"", ""MCR"", ""MDB"", ""MQ2"", ""NE8"", ""NK4"", ""NTB"", ""N38"", ""OAR"", ""PPW"", ""QBJ"", ""Q83"", ""RSR"", ""R8R"", ""R9N"", ""SLM"", ""TDM"", ""TFK"", ""TL3"", ""TQ5"", ""TTW"", ""T4L"", ""T8Z"", ""T87"", ""UDV"", ""UEU"", ""UE1"", ""UE4"", ""UFG"", ""UGC"", ""UGE"", ""UGN"", ""UG1"", ""UHX"", ""UJN"", ""UKC"", ""UKG"", ""UKJ"", ""UKK"", ""UMN"", ""UQP"",""USS"", ""UVZ"", ""UV2"", ""UV6"", ""U2K"", ""U2L"", ""U80"", ""VHM"", ""VH9"", ""VRF"", ""VRG"", ""VRH"", ""VRJ"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VT7"", ""VV4"", ""V76"", ""V8D"", ""WD0"", ""WMY"", ""XL8"", ""XVR"", ""Y19"", ""Y26"", ""Y5V"", ""Y5W"", ""Y5X"", ""Y5Y"", ""Y6L"", ""0ST"", ""1NF"", ""1SE"", ""1SZ"", ""2NF"", ""2ST"", ""4AA"", ""5A7"", ""5FC"", ""6X1"", ""7X1"", ""719"", ""8X2"", ""9L3"", ""9X2"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """","""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}",
2024 CT5 SPORT,BLACK RAVEN,WHISPER BEIGE/JET BLACK,10-SPEED,2.0L TURBO,CGPMNF,"$54,830.00 ",1G6DP5RK1R0100008,GENERAL MOTORS LLC,"WARREN, MI 48092-2709","{""maker"":""CADILLAC"", ""model_year"":""2024"", ""mmc_code"":"" 6DD79"", ""vin"":""1G6DP5RK1R0100008"", ""sitedealer_code"":"" 31111"", ""sell_source"": ""12"", ""order_number"": ""CGPMNF"", ""creation_date"":""8/2/2023"", ""Options"":[""AEF"", ""AER"", ""AF6"", ""AHC"", ""AHE"", ""AHF"", ""AHH"", ""AHP"", ""AJC"", ""AJW"", ""AKE"", ""AKP"", ""AL0"", ""AM9"", ""AQ9"", ""ATH"", ""AT8"", ""AVK"", ""AVN"", ""AVU"", ""AXG"", ""AXJ"", ""AYG"", ""A2X"", ""A45"", ""A7K"", ""BTV"", ""BYO"", ""B34"", ""B35"", ""B6A"", ""CE1"", ""CJ2"", ""C3U"", ""C70"", ""C73"", ""DD8"", ""DEG"", ""DMB"", ""D52"", ""D75"", ""EF7"", ""EPH"", ""E22"",""E28"", ""FE3"", ""FE9"", ""FJW"", ""F55"", ""GBA"", ""G80"", ""HND"", ""HRD"", ""HS1"", ""IOT"", ""IVN"", ""JF5"", ""JJ2"", ""JM8"", ""J24"", ""J56"", ""J6F"", ""J77"", ""KA1"", ""KB7"", ""KD4"", ""KI3"", ""KL9"", ""KPA"", ""KRV"", ""KSG"", ""KU9"", ""K12"", ""K4C"", ""LAL"", ""LSY"", ""MAH"", ""MCR"", ""MDB"", ""MQ2"", ""NE8"", ""NK4"", ""NTB"", ""N38"", ""OAR"", ""PPW"", ""QBJ"", ""Q82"", ""RSR"", ""RWL"", ""R8R"", ""R9N"", ""SLM"", ""TDM"", ""TFK"", ""TQ5"", ""TTW"", ""T4L"", ""T8Z"", ""UDD"", ""UD5"", ""UEU"", ""UE1"", ""UE4"", ""UFG"", ""UGC"", ""UGE"", ""UGN"", ""UG1"", ""UHX"", ""UIT"", ""UJN"", ""UKC"", ""UKJ"", ""UMN"", ""UQP"", ""USS"",""UVB"", ""UVZ"", ""U2K"", ""U2L"", ""U80"", ""VHM"", ""VH9"", ""VRF"", ""VRG"", ""VRH"", ""VRJ"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VT7"", ""VV4"", ""V76"", ""V8D"", ""WD0"", ""WMY"", ""XL8"", ""Y26"", ""Y43"", ""Y5V"", ""Y5W"", ""Y5X"", ""Y5Y"", ""Y6F"", ""0ST"", ""1NF"", ""1SE"", ""1SZ"", ""2NF"", ""2ST"", ""4JO"", ""5A7"", ""5CS"", ""5FC"", ""53S"", ""6X1"", ""7X1"", ""719"", ""8X2"", ""9L3"", ""9X2"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """","""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}",
