model,exterior_color,interior_color,transmission,engine,total_vehicle_price,ordernum,vin,dealer,location,json,rpos
2024 CT4 PREMIUM LUXURY,BLACK RAVEN,WHISPER BEIGE W/ JET BLACK,A10,2.7L TURBO,"$54,740.00 ",CGNW3C,1G6DF5RL6R0100002,GENERAL MOTORS LLC,"WARREN, MI 48093","{""maker"":""CADILLAC"", ""model_year"":""2024"", ""mmc_code"":"" 6DC69"", ""vin"":""1G6DF5RL6R0100002"", ""sitedealer_code"":"" 35104"", ""sell_source"": ""12"", ""order_number"": ""CGNW3C"", ""creation_date"":""8/2/2023"", ""Options"":[""AEF"", ""AEQ"", ""AJC"", ""AJW"", ""AL0"", ""AM9"", ""AQ9"", ""ATH"", ""AT8"", ""AVK"", ""AVN"", ""AVU"", ""AXG"", ""AXJ"", ""AYG"", ""A2X"", ""A45"", ""A69"", ""A7K"", ""BTV"", ""BYO"", ""B34"", ""B35"", ""B56"", ""B6K"", ""CE1"", ""CF5"", ""CJ2"", ""CWM"", ""C59"", ""DD8"", ""DEG"", ""DMB"", ""D7A"", ""EF7"", ""EPH"", ""E22"", ""E28"", ""FE2"", ""FE9"", ""FJW"", ""F46"", ""GBA"", ""HME"",
""HNC"", ""HRD"", ""HS1"", ""IOT"", ""IVN"", ""JE5"", ""JJ2"", ""JM8"", ""J24"", ""J77"", ""KA1"", ""KB7"", ""KD4"", ""KI3"", ""KL9"", ""KPA"", ""KRV"", ""KSG"", ""KU9"", ""K4C"", ""K6L"", ""LAL"", ""L3B"", ""MAH"", ""MCR"", ""MQA"", ""NE8"", ""NTB"", ""N30"", ""N37"", ""OAR"", ""PPW"", ""Q4A"", ""Q7B"", ""RSR"", ""R6W"", ""R7V"", ""R9N"", ""R9Z"", ""SLM"", ""TDM"", ""TFK"", ""TQ5"", ""TSQ"", ""TTW"", ""T4L"", ""T8Z"", ""T87"", ""UC3"", ""UDV"", ""UD5"", ""UEU"", ""UE1"", ""UE4"", ""UFG"", ""UGC"", ""UGE"", ""UGN"", ""UG1"", ""UJN"", ""UKC"", ""UKJ"", ""UKL"", ""UMN"", ""UQS"", ""UVZ"", ""UV2"", ""UV6"", ""U2K"", ""U2L"", ""U80"", ""VHM"", ""VH9"",
""VRF"", ""VRG"", ""VRH"", ""VRJ"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VT7"", ""VV4"", ""V76"", ""V8D"", ""WKA"", ""WMY"", ""XL8"", ""XVR"", ""Y26"", ""Y5X"", ""Y5Y"", ""Y6F"", ""0ST"", ""1NF"", ""1SD"", ""1SZ"", ""2NF"", ""2ST"", ""4JO"", ""5A7"", ""5FC"", ""6X1"", ""7X1"", ""719"", ""8X2"", ""9L3"", ""9X2"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """",
"""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}","[""AEF"", ""AEQ"", ""AJC"", ""AJW"", ""AL0"", ""AM9"", ""AQ9"", ""ATH"", ""AT8"", ""AVK"", ""AVN"", ""AVU"", ""AXG"", ""AXJ"", ""AYG"", ""A2X"", ""A45"", ""A69"", ""A7K"", ""BTV"", ""BYO"", ""B34"", ""B35"", ""B56"", ""B6K"", ""CE1"", ""CF5"", ""CJ2"", ""CWM"", ""C59"", ""DD8"", ""DEG"", ""DMB"", ""D7A"", ""EF7"", ""EPH"", ""E22"", ""E28"", ""FE2"", ""FE9"", ""FJW"", ""F46"", ""GBA"", ""HME"",
""HNC"", ""HRD"", ""HS1"", ""IOT"", ""IVN"", ""JE5"", ""JJ2"", ""JM8"", ""J24"", ""J77"", ""KA1"", ""KB7"", ""KD4"", ""KI3"", ""KL9"", ""KPA"", ""KRV"", ""KSG"", ""KU9"", ""K4C"", ""K6L"", ""LAL"", ""L3B"", ""MAH"", ""MCR"", ""MQA"", ""NE8"", ""NTB"", ""N30"", ""N37"", ""OAR"", ""PPW"", ""Q4A"", ""Q7B"", ""RSR"", ""R6W"", ""R7V"", ""R9N"", ""R9Z"", ""SLM"", ""TDM"", ""TFK"", ""TQ5"", ""TSQ"", ""TTW"", ""T4L"", ""T8Z"", ""T87"", ""UC3"", ""UDV"", ""UD5"", ""UEU"", ""UE1"", ""UE4"", ""UFG"", ""UGC"", ""UGE"", ""UGN"", ""UG1"", ""UJN"", ""UKC"", ""UKJ"", ""UKL"", ""UMN"", ""UQS"", ""UVZ"", ""UV2"", ""UV6"", ""U2K"", ""U2L"", ""U80"", ""VHM"", ""VH9"",
""VRF"", ""VRG"", ""VRH"", ""VRJ"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VT7"", ""VV4"", ""V76"", ""V8D"", ""WKA"", ""WMY"", ""XL8"", ""XVR"", ""Y26"", ""Y5X"", ""Y5Y"", ""Y6F"", ""0ST"", ""1NF"", ""1SD"", ""1SZ"", ""2NF"", ""2ST"", ""4JO"", ""5A7"", ""5FC"", ""6X1"", ""7X1"", ""719"", ""8X2"", ""9L3"", ""9X2""]"
2024 CT4 PREMIUM LUXURY,RADIANT RED TINTCOAT,CINNAMON W/ JET BLACK ACCENTS,A8,"2.0L TURBO, 4-CYL, SIDI","$47,765.00 ",CGNWR8,1G6DF5RK1R0100075,GENERAL MOTORS LLC,"MILFORD, MI 48380-3727","{'maker': 'CADILLAC', 'model_year': '2024', 'mmc_code': ' 6DC69', 'vin': '1G6DF5RK1R0100075', 'sitedealer_code': ' 34144', 'sell_source': '12', 'order_number': 'CGNWR8', 'creation_date': '7/27/2023', 'Options': ['AEF', 'AEQ', 'AJC', 'AJW', 'AL0', 'AM9', 'AQ9', 'ATH', 'AT8', 'AVK', 'AVN', 'AVU', 'AXG', 'AXJ', 'AYG', 'A2X', 'A45', 'A69', 'A7K', 'BTV', 'BYO', 'B34', 'B35', 'B56', 'B6K', 'CE1', 'CF5', 'CJ2', 'C59', 'DD8', 'DEG', 'DMB', 'D7A', 'EF7', 'E22', 'E28', 'FE2', 'FE9', 'FJW', 'F46', 'GNT', 'HRD', 'HS1', 'H0M', 'IOT', 'IVN', 'JE5', 'JJ2', 'JM8', 'J24', 'J77', 'KA1', 'KBC', 'KD4', 'KI3', 'KL9', 'KPA', 'KRV', 'KSG', 'KU9', 'K12', 'K4C', 'LAL', 'LSY', 'MAH', 'MCR', 'MHA', 'NE8', 'NP5', 'NTB', 'N37', 'OAR', 'PPW', 'Q4A', 'RSR', 'R6W', 'R9N', 'SLM', 'TDM', 'TFK', 'TQ5', 'TSQ', 'TTW', 'T4L', 'T8Z', 'UC3', 'UDD', 'UD5', 'UEU', 'UE1', 'UE4', 'UFG', 'UGE', 'UGN', 'UG1', 'UHX', 'UIT', 'UJN', 'UKC', 'UKJ', 'UMN', 'UQS', 'UVB', 'UVZ', 'U2K', 'U2L', 'U80', 'VHM', 'VH9', 'VRF', 'VRG', 'VRH', 'VRJ', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V76', 'V8D', 'WMY', 'XL8', 'Y26', 'Y5X', 'Y5Y', 'Y6F', '0ST', '1NF', '1SD', '1SZ', '2NF', '2ST', '4FV', '5A7', '5FC', '58F', '6X1', '7X1', '719', '8X2', '9L3', '9X2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",
2024 CT4 PREMIUM LUXURY,ARGENT SILVER METALLIC,CINNAMON W/ JET BLACK ACCENTS,A10,2.7L TURBO,"$50,215.00 ",CGNWTB,1G6DF5RL7R0100090,GENERAL MOTORS LLC,"MILFORD, MI 48380-3727",,
2024 CT4 PREMIUM LUXURY,BLACK RAVEN,CINNAMON W/ JET BLACK ACCENTS,A10,2.7L TURBO,"$54,140.00 ",CGPH0Z,1G6DF5RL9R0100012,GENERAL MOTORS LLC,"WARREN, MI 48092-2709","{""maker"":""CADILLAC"", ""model_year"":""2024"", ""mmc_code"":"" 6DC69"", ""vin"":""1G6DF5RL9R0100012"", ""sitedealer_code"":"" 31111"", ""sell_source"": ""12"", ""order_number"": ""CGPH0Z"", ""creation_date"":""8/2/2023"", ""Options"":[""AEF"", ""AEQ"", ""AJC"", ""AJW"", ""AL0"", ""AM9"", ""AQ9"", ""ATH"", ""AT8"", ""AVK"", ""AVN"", ""AVU"", ""AXG"", ""AXJ"", ""AYG"", ""A2X"", ""A45"", ""A69"", ""A7K"", ""BTV"", ""BYO"", ""B34"", ""B35"", ""B56"", ""B6K"", ""CE1"", ""CF5"", ""CJ2"", ""CWM"", ""C59"", ""DD8"", ""DEG"", ""DMB"", ""D7A"", ""EF7"", ""EPH"", ""E22"", ""E28"", ""FE2"", ""FE9"", ""FJW"", ""F46"", ""GBA"", ""HME"",
""HRD"", ""HS1"", ""H0M"", ""IOT"", ""IVN"", ""JE5"", ""JJ2"", ""JM8"", ""J24"", ""J77"", ""KA1"", ""KB7"", ""KD4"", ""KI3"", ""KL9"", ""KPA"", ""KRV"", ""KSG"", ""KU9"", ""K4C"", ""K6L"", ""LAL"", ""L3B"", ""MAH"", ""MCR"", ""MQA"", ""NE8"", ""NTB"", ""N30"", ""N37"", ""OAR"", ""PPW"", ""Q4A"", ""RSR"", ""R6W"", ""R9N"", ""SLM"", ""TDM"", ""TFK"", ""TQ5"", ""TSQ"", ""TTW"", ""T4L"", ""T8Z"", ""T87"", ""UC3"", ""UDV"", ""UD5"", ""UEU"", ""UE1"", ""UE4"", ""UFG"", ""UGC"", ""UGE"", ""UGN"", ""UG1"", ""UJN"", ""UKC"", ""UKJ"", ""UKL"", ""UMN"", ""UQS"", ""UVZ"", ""UV2"", ""UV6"", ""U2K"", ""U2L"", ""U80"", ""VHM"", ""VH9"", ""VRF"", ""VRG"", ""VRH"",
""VRJ"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VT7"", ""VV4"", ""V76"", ""V8D"", ""WD0"", ""WKA"", ""WMY"", ""XL8"", ""XVR"", ""Y26"", ""Y5X"", ""Y5Y"", ""Y6F"", ""0ST"", ""1NF"", ""1SD"", ""1SZ"", ""2NF"", ""2ST"", ""4FV"", ""5A7"", ""5FC"", ""58F"", ""6X1"", ""7X1"", ""719"", ""8X2"", ""9L3"", ""9X2"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """",
"""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}","[""AEF"", ""AEQ"", ""AJC"", ""AJW"", ""AL0"", ""AM9"", ""AQ9"", ""ATH"", ""AT8"", ""AVK"", ""AVN"", ""AVU"", ""AXG"", ""AXJ"", ""AYG"", ""A2X"", ""A45"", ""A69"", ""A7K"", ""BTV"", ""BYO"", ""B34"", ""B35"", ""B56"", ""B6K"", ""CE1"", ""CF5"", ""CJ2"", ""CWM"", ""C59"", ""DD8"", ""DEG"", ""DMB"", ""D7A"", ""EF7"", ""EPH"", ""E22"", ""E28"", ""FE2"", ""FE9"", ""FJW"", ""F46"", ""GBA"", ""HME"",
""HRD"", ""HS1"", ""H0M"", ""IOT"", ""IVN"", ""JE5"", ""JJ2"", ""JM8"", ""J24"", ""J77"", ""KA1"", ""KB7"", ""KD4"", ""KI3"", ""KL9"", ""KPA"", ""KRV"", ""KSG"", ""KU9"", ""K4C"", ""K6L"", ""LAL"", ""L3B"", ""MAH"", ""MCR"", ""MQA"", ""NE8"", ""NTB"", ""N30"", ""N37"", ""OAR"", ""PPW"", ""Q4A"", ""RSR"", ""R6W"", ""R9N"", ""SLM"", ""TDM"", ""TFK"", ""TQ5"", ""TSQ"", ""TTW"", ""T4L"", ""T8Z"", ""T87"", ""UC3"", ""UDV"", ""UD5"", ""UEU"", ""UE1"", ""UE4"", ""UFG"", ""UGC"", ""UGE"", ""UGN"", ""UG1"", ""UJN"", ""UKC"", ""UKJ"", ""UKL"", ""UMN"", ""UQS"", ""UVZ"", ""UV2"", ""UV6"", ""U2K"", ""U2L"", ""U80"", ""VHM"", ""VH9"", ""VRF"", ""VRG"", ""VRH"",
""VRJ"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VT7"", ""VV4"", ""V76"", ""V8D"", ""WD0"", ""WKA"", ""WMY"", ""XL8"", ""XVR"", ""Y26"", ""Y5X"", ""Y5Y"", ""Y6F"", ""0ST"", ""1NF"", ""1SD"", ""1SZ"", ""2NF"", ""2ST"", ""4FV"", ""5A7"", ""5FC"", ""58F"", ""6X1"", ""7X1"", ""719"", ""8X2"", ""9L3"", ""9X2""\"
2024 CT4 PREMIUM LUXURY,ARGENT SILVER METALLIC,WHISPER BEIGE W/ JET BLACK,A8,"2.0L TURBO, 4-CYL, SIDI","$45,765.00 ",CGPK03,1G6DF5RK4R0100085,GENERAL MOTORS LLC,"WARREN, MI 48092-2709","{'maker': 'CADILLAC', 'model_year': '2024', 'mmc_code': ' 6DC69', 'vin': '1G6DF5RK4R0100085', 'sitedealer_code': ' 31111', 'sell_source': '12', 'order_number': 'CGPK03', 'creation_date': '7/27/2023', 'Options': ['AEF', 'AEQ', 'AJC', 'AJW', 'AL0', 'AM9', 'AQ9', 'ATH', 'AT8', 'AVK', 'AVN', 'AVU', 'AXG', 'AXJ', 'AYG', 'A2X', 'A45', 'A69', 'A7K', 'BTV', 'BYO', 'B34', 'B35', 'B56', 'B6K', 'CE1', 'CF5', 'CJ2', 'C59', 'DD8', 'DEG', 'DMB', 'D7A', 'EF7', 'E22', 'E28', 'FE2', 'FE9', 'FJW', 'F46', 'GXD', 'HNC', 'HRD', 'HS1', 'IOS', 'IVN', 'JE5', 'JJ2', 'JM8', 'J24', 'J77', 'KA1', 'KBC', 'KD4', 'KI3', 'KL9', 'KPA', 'KRV', 'KSG', 'KU9', 'K12', 'K4C', 'LAL', 'LSY', 'MAH', 'MCR', 'MHA', 'NE8', 'NP5', 'NTB', 'N37', 'OAR', 'PPW', 'Q4A', 'RSR', 'R6W', 'R9N', 'SLM', 'TDM', 'TFK', 'TQ5', 'TSQ', 'TTW', 'T4L', 'T8Z', 'UC3', 'UDD', 'UD5', 'UEU', 'UE1', 'UE4', 'UFG', 'UGE', 'UGN', 'UG1', 'UHX', 'UIT', 'UJN', 'UKC', 'UKJ', 'UMN', 'UQG', 'UVB', 'UVZ', 'U2K', 'U2L', 'U80', 'VHM', 'VH9', 'VRF', 'VRG', 'VRH', 'VRJ', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V76', 'V8D', 'WD0', 'WMY', 'XL8', 'Y5X', 'Y5Y', 'Y6F', '0ST', '1NF', '1SD', '1SZ', '2NF', '2ST', '4JO', '5A7', '5FC', '58F', '6X1', '7X1', '719', '8X2', '9L3', '9X2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",
2024 CT4 PREMIUM LUXURY,BLACK RAVEN,WHISPER BEIGE W/ JET BLACK,A8,"2.0L TURBO, 4-CYL, SIDI","$45,140.00 ",CGPK0V,1G6DF5RK2R0100084,GENERAL MOTORS LLC,"WARREN, MI 48092-2709","{'maker': 'CADILLAC', 'model_year': '2024', 'mmc_code': ' 6DC69', 'vin': '1G6DF5RK2R0100084', 'sitedealer_code': ' 31111', 'sell_source': '12', 'order_number': 'CGPK0V', 'creation_date': '7/27/2023', 'Options': ['AEF', 'AEQ', 'AJC', 'AJW', 'AL0', 'AM9', 'AQ9', 'ATH', 'AT8', 'AVK', 'AVN', 'AVU', 'AXG', 'AXJ', 'AYG', 'A2X', 'A45', 'A69', 'A7K', 'BTV', 'BYO', 'B34', 'B35', 'B56', 'B6K', 'CE1', 'CF5', 'CJ2', 'C59', 'DD8', 'DEG', 'DMB', 'D7A', 'EF7', 'E22', 'E28', 'FE2', 'FE9', 'FJW', 'F46', 'GBA', 'HNC', 'HRD', 'HS1', 'IOS', 'IVN', 'JE5', 'JJ2', 'JM8', 'J24', 'J77', 'KA1', 'KBC', 'KD4', 'KI3', 'KL9', 'KPA', 'KRV', 'KSG', 'KU9', 'K12', 'K4C', 'LAL', 'LSY', 'MAH', 'MCR', 'MHA', 'NE8', 'NP5', 'NTB', 'N37', 'OAR', 'PPW', 'Q4A', 'RSR', 'R6W', 'R9N', 'SLM', 'TDM', 'TFK', 'TQ5', 'TSQ', 'TTW', 'T4L', 'T8Z', 'UC3', 'UDD', 'UD5', 'UEU', 'UE1', 'UE4', 'UFG', 'UGE', 'UGN', 'UG1', 'UHX', 'UIT', 'UJN', 'UKC', 'UKJ', 'UMN', 'UQG', 'UVB', 'UVZ', 'U2K', 'U2L', 'U80', 'VHM', 'VH9', 'VRF', 'VRG', 'VRH', 'VRJ', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V76', 'V8D', 'WD0', 'WMY', 'XL8', 'Y5X', 'Y5Y', 'Y6F', '0ST', '1NF', '1SD', '1SZ', '2NF', '2ST', '4JO', '5A7', '5FC', '58F', '6X1', '7X1', '719', '8X2', '9L3', '9X2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",
2024 CT4 PREMIUM LUXURY,BLACK RAVEN,CINNAMON W/ JET BLACK ACCENTS,A8,"2.0L TURBO, 4-CYL, SIDI","$50,590.00 ",CGPKHB,1G6DF5RK0R0100066,GENERAL MOTORS LLC,"WARREN, MI 48092-2709","{'maker': 'CADILLAC', 'model_year': '2024', 'mmc_code': ' 6DC69', 'vin': '1G6DF5RK0R0100066', 'sitedealer_code': ' 31111', 'sell_source': '12', 'order_number': 'CGPKHB', 'creation_date': '7/27/2023', 'Options': ['AEF', 'AEQ', 'AJC', 'AJW', 'AL0', 'AM9', 'AQ9', 'ATH', 'AT8', 'AVK', 'AVN', 'AVU', 'AXG', 'AXJ', 'AYG', 'A2X', 'A45', 'A69', 'A7K', 'BTV', 'BYO', 'B34', 'B35', 'B56', 'B6K', 'CE1', 'CJ2', 'CWM', 'C59', 'DD8', 'DEG', 'DMB', 'D7A', 'EF7', 'E22', 'E28', 'FE2', 'FE9', 'FJW', 'F46', 'GBA', 'HME', 'HRD', 'HS1', 'H0M', 'IOT', 'IVN', 'JE5', 'JJ2', 'JM8', 'J24', 'J77', 'KA1', 'KB7', 'KD4', 'KI3', 'KL9', 'KPA', 'KRV', 'KSG', 'KU9', 'K4C', 'K6L', 'LAL', 'LSY', 'MAH', 'MCR', 'MHA', 'NE8', 'NTB', 'N30', 'N37', 'OAR', 'PPW', 'Q4A', 'RSR', 'R6W', 'R9N', 'SLM', 'TDM', 'TFK', 'TQ5', 'TSQ', 'TTW', 'T4L', 'T8Z', 'T87', 'UC3', 'UDV', 'UD5', 'UEU', 'UE1', 'UE4', 'UFG', 'UGC', 'UGE', 'UGN', 'UG1', 'UJN', 'UKC', 'UKJ', 'UKL', 'UMN', 'UQS', 'UVZ', 'UV2', 'UV6', 'U2K', 'U2L', 'U80', 'VHM', 'VH9', 'VRF', 'VRG', 'VRH', 'VRJ', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V76', 'V8D', 'WD0', 'WKA', 'WMY', 'XL8', 'XVR', 'Y26', 'Y5X', 'Y5Y', 'Y6F', '0ST', '1NF', '1SD', '1SZ', '2NF', '2ST', '4FV', '5A7', '5FC', '58F', '6X1', '7X1', '719', '8X2', '9L3', '9X2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}","['AEF', 'AEQ', 'AJC', 'AJW', 'AL0', 'AM9', 'AQ9', 'ATH', 'AT8', 'AVK', 'AVN', 'AVU', 'AXG', 'AXJ', 'AYG', 'A2X', 'A45', 'A69', 'A7K', 'BTV', 'BYO', 'B34', 'B35', 'B56', 'B6K', 'CE1', 'CJ2', 'CWM', 'C59', 'DD8', 'DEG', 'DMB', 'D7A', 'EF7', 'E22', 'E28', 'FE2', 'FE9', 'FJW', 'F46', 'GBA', 'HME', 'HRD', 'HS1', 'H0M', 'IOT', 'IVN', 'JE5', 'JJ2', 'JM8', 'J24', 'J77', 'KA1', 'KB7', 'KD4', 'KI3', 'KL9', 'KPA', 'KRV', 'KSG', 'KU9', 'K4C', 'K6L', 'LAL', 'LSY', 'MAH', 'MCR', 'MHA', 'NE8', 'NTB', 'N30', 'N37', 'OAR', 'PPW', 'Q4A', 'RSR', 'R6W', 'R9N', 'SLM', 'TDM', 'TFK', 'TQ5', 'TSQ', 'TTW', 'T4L', 'T8Z', 'T87', 'UC3', 'UDV', 'UD5', 'UEU', 'UE1', 'UE4', 'UFG', 'UGC', 'UGE', 'UGN', 'UG1', 'UJN', 'UKC', 'UKJ', 'UKL', 'UMN', 'UQS', 'UVZ', 'UV2', 'UV6', 'U2K', 'U2L', 'U80', 'VHM', 'VH9', 'VRF', 'VRG', 'VRH', 'VRJ', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V76', 'V8D', 'WD0', 'WKA', 'WMY', 'XL8', 'XVR', 'Y26', 'Y5X', 'Y5Y', 'Y6F', '0ST', '1NF', '1SD', '1SZ', '2NF', '2ST', '4FV', '5A7', '5FC', '58F', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
2024 CT4 PREMIUM LUXURY,MIDNIGHT STEEL METALLIC,CINNAMON W/ JET BLACK ACCENTS,A8,"2.0L TURBO, 4-CYL, SIDI","$47,765.00 ",CGPKQ4,1G6DF5RK4R0100071,GENERAL MOTORS LLC,"WARREN, MI 48092-2709","{'maker': 'CADILLAC', 'model_year': '2024', 'mmc_code': ' 6DC69', 'vin': '1G6DF5RK4R0100071', 'sitedealer_code': ' 31111', 'sell_source': '12', 'order_number': 'CGPKQ4', 'creation_date': '7/27/2023', 'Options': ['AEF', 'AEQ', 'AJC', 'AJW', 'AL0', 'AM9', 'AQ9', 'ATH', 'AT8', 'AVK', 'AVN', 'AVU', 'AXG', 'AXJ', 'AYG', 'A2X', 'A45', 'A69', 'A7K', 'BTV', 'BYO', 'B34', 'B35', 'B56', 'B6K', 'CE1', 'CF5', 'CJ2', 'C59', 'DD8', 'DEG', 'DMB', 'D7A', 'EF7', 'E22', 'E28', 'FE2', 'FE9', 'FJW', 'F46', 'GXU', 'HRD', 'HS1', 'H0M', 'IOT', 'IVN', 'JE5', 'JJ2', 'JM8', 'J24', 'J77', 'KA1', 'KBC', 'KD4', 'KI3', 'KL9', 'KPA', 'KRV', 'KSG', 'KU9', 'K12', 'K4C', 'LAL', 'LSY', 'MAH', 'MCR', 'MHA', 'NE8', 'NP5', 'NTB', 'N37', 'OAR', 'PPW', 'Q4A', 'Q7B', 'RSR', 'R6W', 'R9N', 'SLM', 'TDM', 'TFK', 'TQ5', 'TSQ', 'TTW', 'T4L', 'T8Z', 'UC3', 'UDD', 'UD5', 'UEU', 'UE1', 'UE4', 'UFG', 'UGE', 'UGN', 'UG1', 'UHX', 'UIT', 'UJN', 'UKC', 'UKJ', 'UMN', 'UQS', 'UVB', 'UVZ', 'U2K', 'U2L', 'U80', 'VHM', 'VH9', 'VRF', 'VRG', 'VRH', 'VRJ', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V76', 'V8D', 'WD0', 'WMY', 'XL8', 'Y26', 'Y5X', 'Y5Y', 'Y6F', '0ST', '1NF', '1SD', '1SZ', '2NF', '2ST', '4FV', '5A7', '5FC', '6X1', '7X1', '719', '8X2', '9L3', '9X2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",
