Serial,VIN,Model Year,MMC Code,Transmission,Color,MSRP,Dealer,City,State,Order Number,Creation Date,URL,ALL RPOs
159943,1G1FK3D63P0159943,2023,1AL67,10-SPEED AUTOMATIC TRANSMISSION,BLACK,"73,300.00",DAVIS CHEVROLET,HOUSTON,TX,CSPR6C,8/1/2023,https://cws.gm.com/vs-cws/vehshop/v2/vehicle/windowsticker?vin=1G1FK3D63P0159943,"['AJ9', 'AKQ', 'AL0', 'AQJ', 'ATH', 'AT8', 'AV3', 'AXJ', 'A45', 'A62', 'BTV', 'B34', 'B7G', 'CJ2', 'CM8', 'C70', 'DD1', 'DRZ', 'D5Z', 'EF7', 'FE4', 'FE9', 'FJW', 'F55', 'GBA', 'G80', 'HRE', 'H0W', 'IOS', 'JF5', 'J23', 'J6H', 'J77', 'KA1', 'KB7', 'KC4', 'KD1', 'KNR', 'KQV', 'KRV', 'KS9', 'KTI', 'K4C', 'LAL', 'LT4', 'MAH', 'MCR', 'MI4', 'MX0', 'M97', 'NE8', 'NKC', 'NKE', 'NPP', 'NTB', 'NV9', 'N26', 'PPW', 'PRF', 'RTQ', 'R0G', 'R6I', 'R8E', 'R9N', 'SBF', 'SLM', 'TDM', 'T3S', 'T4F', 'T61', 'UB3', 'UD7', 'UE1', 'UFG', 'UHS', 'UJM', 'UKC', 'UMN', 'UPG', 'UQA', 'UVB', 'UVD', 'UV6', 'U2K', 'U80', 'VK3', 'VRG', 'VRH', 'V RJ', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V03', 'V18', 'V8D', 'WMX', 'XLC', 'XL8', 'ZL1', '0ST', '1NF', '1SE', '1SZ', '19T', '2NF', '2S T', '4AA', '5A7', '6X1', '7X1', '8BB', '9BB', '9L3']"
