vin,year,model,body,trim,engine,transmission,drivetrain,exterior_color,msrp,dealer,location,ordernum,json,all_rpos
1G1YP2D64K5604397,2019,CORVETTE Z06,COUPE,1LZ,6.2L SUPERCHARGED V8,A8,RWD,SHADOW GRAY METALLIC,89180,"JIM BUTLER CHEVROLET, INC.","FENTON, MO 63026-7719",WNPFC3,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YP2D64K5604397', 'sitedealer_code': '03170', 'sell_source': '13', 'order_number': 'WNPFC3', 'creation_date': '7/23/2020', 'Options': ['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'BTV', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'ERI', 'EYT', 'FE6', 'FE9', 'FHO', 'GJI', 'GXB', 'G96', 'IL1', 'IO6', 'I19', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'M5U', 'NK4', 'NPP', 'NTB', 'N38', 'Q6B', 'RWL', 'R8E', 'R9N', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UQT', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V03', 'V05', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'BTV', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'ERI', 'EYT', 'FE6', 'FE9', 'FHO', 'GJI', 'GXB', 'G96', 'IL1', 'IO6', 'I19', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'M5U', 'NK4', 'NPP', 'NTB', 'N38', 'Q6B', 'RWL', 'R8E', 'R9N', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UQT', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V03', 'V05', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YP2D63K5604410,2019,CORVETTE Z06,COUPE,1LZ,6.2L SUPERCHARGED V8,A8,RWD,ELKHART LAKE BLUE METALLIC,86440,FRANK GALOS CHEVROLET-CADILLAC,"SACO, ME 04072-7510",WNPZ20,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YP2D63K5604410', 'sitedealer_code': '32250', 'sell_source': '13', 'order_number': 'WNPZ20', 'creation_date': '3/18/2020', 'Options': ['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'BTV', 'B4Z', 'CFA', 'CJ2', 'DL8', 'DNS', 'DTP', 'D31', 'EFR', 'EF7', 'ERI', 'EYK', 'FE6', 'FHO', 'GS7', 'GXB', 'G96', 'IL1', 'IO5', 'I19', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'M5U', 'NE1', 'NK4', 'NPP', 'NUE', 'N38', 'Q6A', 'RWL', 'R8E', 'R9N', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V03', 'V05', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'BTV', 'B4Z', 'CFA', 'CJ2', 'DL8', 'DNS', 'DTP', 'D31', 'EFR', 'EF7', 'ERI', 'EYK', 'FE6', 'FHO', 'GS7', 'GXB', 'G96', 'IL1', 'IO5', 'I19', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'M5U', 'NE1', 'NK4', 'NPP', 'NUE', 'N38', 'Q6A', 'RWL', 'R8E', 'R9N', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V03', 'V05', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YP3D66K5604892,2019,CORVETTE Z06,CONVERTIBLE,1LZ,6.2L SUPERCHARGED V8,A8,RWD,ARCTIC WHITE,92175,GERRY LANE CHEVROLET,"BATON ROUGE, LA 70896-6456",WPGRXH,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ67', 'vin': '1G1YP3D66K5604892', 'sitedealer_code': '24447', 'sell_source': '13', 'order_number': 'WPGRXH', 'creation_date': '12/19/2019', 'Options': ['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'BTV', 'B4Z', 'CJ2', 'CM8', 'DL8', 'D31', 'EFR', 'EF7', 'EYT', 'FE6', 'FE9', 'FHO', 'GXB', 'G8G', 'G96', 'IL1', 'IO6', 'I19', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'M5U', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R8E', 'R9N', 'SFE', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UQT', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V03', 'V8D', 'WMK', 'XFK', 'XL8', 'YM8', 'Z52', '1LZ', '1SZ', '19I', '191', '41T', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'BTV', 'B4Z', 'CJ2', 'CM8', 'DL8', 'D31', 'EFR', 'EF7', 'EYT', 'FE6', 'FE9', 'FHO', 'GXB', 'G8G', 'G96', 'IL1', 'IO6', 'I19', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'M5U', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R8E', 'R9N', 'SFE', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UQT', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V03', 'V8D', 'WMK', 'XFK', 'XL8', 'YM8', 'Z52', '1LZ', '1SZ', '19I', '191', '41T', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YR2D60K5602625,2019,CORVETTE Z06,COUPE,2LZ,6.2L SUPERCHARGED V8,M7,RWD,BLADE SILVER METALLIC,99730,"JOHN L. SULLIVAN CHEVROLET, INC","ROSEVILLE, CA 95678-8028",WFHRNN,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YR2D60K5602625', 'sitedealer_code': '06081', 'sell_source': '13', 'order_number': 'WFHRNN', 'creation_date': '2/27/2020', 'Options': ['AAB', 'AAV', 'AG2', 'AJK', 'AJ7', 'AL0', 'AP9', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFZ', 'CJ2', 'C2Z', 'DD0', 'DD8', 'D42', 'EFR', 'EF7', 'ERI', 'EYT', 'FE7', 'FHO', 'GAN', 'GU6', 'G96', 'IL3', 'IO6', 'I19', 'JL5', 'J57', 'J6F', 'KNP', 'KNR', 'KQV', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NUE', 'N38', 'Q6J', 'RWL', 'R9N', 'SLM', 'TTV', 'T4F', 'UE1', 'UG1', 'UHS', 'UQS', 'UQT', 'UTJ', 'UTT', 'UTU', 'UTV', 'UVJ', 'UV6', 'U2K', 'U2L', 'VA5', 'VG6', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFM', 'XL8', 'YF5', 'Z07', 'Z52', '1SZ', '19I', '193', '2LZ', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAB', 'AAV', 'AG2', 'AJK', 'AJ7', 'AL0', 'AP9', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFZ', 'CJ2', 'C2Z', 'DD0', 'DD8', 'D42', 'EFR', 'EF7', 'ERI', 'EYT', 'FE7', 'FHO', 'GAN', 'GU6', 'G96', 'IL3', 'IO6', 'I19', 'JL5', 'J57', 'J6F', 'KNP', 'KNR', 'KQV', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NUE', 'N38', 'Q6J', 'RWL', 'R9N', 'SLM', 'TTV', 'T4F', 'UE1', 'UG1', 'UHS', 'UQS', 'UQT', 'UTJ', 'UTT', 'UTU', 'UTV', 'UVJ', 'UV6', 'U2K', 'U2L', 'VA5', 'VG6', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFM', 'XL8', 'YF5', 'Z07', 'Z52', '1SZ', '19I', '193', '2LZ', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YR2D65K5604130,2019,CORVETTE Z06,COUPE,2LZ,6.2L SUPERCHARGED V8,M7,RWD,BLACK,91540,JEFF SCHMITT CHEVROLET EAST,"FAIRBORN, OH 45324",WNMV1H,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YR2D65K5604130', 'sitedealer_code': '12015', 'sell_source': '13', 'order_number': 'WNMV1H', 'creation_date': '3/8/2020', 'Options': ['AAB', 'AAV', 'AE4', 'AG2', 'AJK', 'AJ7', 'AL0', 'AP9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CFZ', 'CJ2', 'DD0', 'DD8', 'D42', 'EFR', 'EF7', 'ERI', 'EYT', 'FAY', 'FE6', 'FE9', 'FHO', 'GBA', 'GU6', 'G96', 'IL3', 'IO5', 'I19', 'JL5', 'J56', 'J6A', 'KNP', 'KNR', 'KQV', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'RXH', 'R9N', 'SLM', 'T4F', 'UE1', 'UG1', 'UHS', 'UQS', 'UTJ', 'UTT', 'UTU', 'UTV', 'UVJ', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'YM8', 'Z52', '1SZ', '19I', '193', '2LZ', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAB', 'AAV', 'AE4', 'AG2', 'AJK', 'AJ7', 'AL0', 'AP9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CFZ', 'CJ2', 'DD0', 'DD8', 'D42', 'EFR', 'EF7', 'ERI', 'EYT', 'FAY', 'FE6', 'FE9', 'FHO', 'GBA', 'GU6', 'G96', 'IL3', 'IO5', 'I19', 'JL5', 'J56', 'J6A', 'KNP', 'KNR', 'KQV', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'RXH', 'R9N', 'SLM', 'T4F', 'UE1', 'UG1', 'UHS', 'UQS', 'UTJ', 'UTT', 'UTU', 'UTV', 'UVJ', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'YM8', 'Z52', '1SZ', '19I', '193', '2LZ', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YR2D60K5604813,2019,CORVETTE Z06,COUPE,2LZ,6.2L SUPERCHARGED V8,M7,RWD,BLACK,87625,VAN CHEVROLET BUICK GMC,"SCOTTSDALE, AZ 85260-1901",WNRF9G,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YR2D60K5604813', 'sitedealer_code': '39017', 'sell_source': '13', 'order_number': 'WNRF9G', 'creation_date': '8/7/2019', 'Options': ['AAB', 'AAV', 'AG2', 'AJK', 'AJ7', 'AL0', 'AP9', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DD0', 'DD8', 'D42', 'EFR', 'EF7', 'ERI', 'EYT', 'FE6', 'FHO', 'GBA', 'GU6', 'G96', 'IL3', 'IO6', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'KQV', 'LHD', 'LT4', 'MAH', 'MEK', 'NC7', 'NK4', 'NPP', 'NUE', 'N38', 'Q6A', 'RWL', 'R9N', 'SLM', 'T4F', 'UE1', 'UG1', 'UHS', 'UQS', 'UQT', 'UTJ', 'UTT', 'UTU', 'UTV', 'UVJ', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VRS', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'YF5', 'YM8', 'Z52', '1SZ', '19I', '193', '2LZ', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAB', 'AAV', 'AG2', 'AJK', 'AJ7', 'AL0', 'AP9', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DD0', 'DD8', 'D42', 'EFR', 'EF7', 'ERI', 'EYT', 'FE6', 'FHO', 'GBA', 'GU6', 'G96', 'IL3', 'IO6', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'KQV', 'LHD', 'LT4', 'MAH', 'MEK', 'NC7', 'NK4', 'NPP', 'NUE', 'N38', 'Q6A', 'RWL', 'R9N', 'SLM', 'T4F', 'UE1', 'UG1', 'UHS', 'UQS', 'UQT', 'UTJ', 'UTT', 'UTU', 'UTV', 'UVJ', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VRS', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'YF5', 'YM8', 'Z52', '1SZ', '19I', '193', '2LZ', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YS2D69K5600358,2019,CORVETTE Z06,COUPE,2LZ,6.2L SUPERCHARGED V8,A8,RWD,WATKINS GLEN GRAY METALLIC,90465,JEFF GORDON CHEVROLET,"WILMINGTON, NC 28406-0247",VTMK5G,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YS2D69K5600358', 'sitedealer_code': '16449', 'sell_source': '13', 'order_number': 'VTMK5G', 'creation_date': '3/2/2020', 'Options': ['AAB', 'AAV', 'AG2', 'AJK', 'AJ7', 'AL0', 'AP9', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'BTV', 'B4Z', 'CFA', 'CJ2', 'DD0', 'DD8', 'D42', 'EFR', 'EF7', 'EYT', 'FAY', 'FE6', 'FE9', 'FHO', 'GXB', 'G7Q', 'G96', 'IL3', 'IO6', 'I19', 'J56', 'J6F', 'KNP', 'KNR', 'KQV', 'LHD', 'LT4', 'MAH', 'M5U', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R8E', 'R9N', 'SLM', 'T4F', 'UE1', 'UG1', 'UHS', 'UQS', 'UQT', 'UTJ', 'UTT', 'UTU', 'UTV', 'UVJ', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V03', 'V05', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1SZ', '19I', '193', '2LZ', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAB', 'AAV', 'AG2', 'AJK', 'AJ7', 'AL0', 'AP9', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'BTV', 'B4Z', 'CFA', 'CJ2', 'DD0', 'DD8', 'D42', 'EFR', 'EF7', 'EYT', 'FAY', 'FE6', 'FE9', 'FHO', 'GXB', 'G7Q', 'G96', 'IL3', 'IO6', 'I19', 'J56', 'J6F', 'KNP', 'KNR', 'KQV', 'LHD', 'LT4', 'MAH', 'M5U', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R8E', 'R9N', 'SLM', 'T4F', 'UE1', 'UG1', 'UHS', 'UQS', 'UQT', 'UTJ', 'UTT', 'UTU', 'UTV', 'UVJ', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V03', 'V05', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1SZ', '19I', '193', '2LZ', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YS2D62K5600394,2019,CORVETTE Z06,COUPE,2LZ,6.2L SUPERCHARGED V8,A8,RWD,WATKINS GLEN GRAY METALLIC,90465,"MICHAEL BATES CHEVROLET, INC.","WOODHAVEN, MI 48183-3394",VTMNV2,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YS2D62K5600394', 'sitedealer_code': '44456', 'sell_source': '13', 'order_number': 'VTMNV2', 'creation_date': '12/7/2019', 'Options': ['AAB', 'AAV', 'AG2', 'AJK', 'AJ7', 'AL0', 'AP9', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'BTV', 'B4Z', 'CFA', 'CJ2', 'DD0', 'DD8', 'D42', 'EFR', 'EF7', 'EYT', 'FAY', 'FE6', 'FE9', 'FHO', 'GXB', 'G7Q', 'G96', 'IL3', 'IO6', 'I19', 'J56', 'J6F', 'KNP', 'KNR', 'KQV', 'LHD', 'LT4', 'MAH', 'M5U', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R8E', 'R9N', 'SLM', 'T4F', 'UE1', 'UG1', 'UHS', 'UQS', 'UQT', 'UTJ', 'UTT', 'UTU', 'UTV', 'UVJ', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V03', 'V05', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1SZ', '19I', '193', '2LZ', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAB', 'AAV', 'AG2', 'AJK', 'AJ7', 'AL0', 'AP9', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'BTV', 'B4Z', 'CFA', 'CJ2', 'DD0', 'DD8', 'D42', 'EFR', 'EF7', 'EYT', 'FAY', 'FE6', 'FE9', 'FHO', 'GXB', 'G7Q', 'G96', 'IL3', 'IO6', 'I19', 'J56', 'J6F', 'KNP', 'KNR', 'KQV', 'LHD', 'LT4', 'MAH', 'M5U', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R8E', 'R9N', 'SLM', 'T4F', 'UE1', 'UG1', 'UHS', 'UQS', 'UQT', 'UTJ', 'UTT', 'UTU', 'UTV', 'UVJ', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V03', 'V05', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1SZ', '19I', '193', '2LZ', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YS2D61K5601195,2019,CORVETTE Z06,COUPE,2LZ,6.2L SUPERCHARGED V8,A8,RWD,BLADE SILVER METALLIC,104450,MARTIN CHEVROLET,"TORRANCE, CA 90509-2895",VXMP2D,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YS2D61K5601195', 'sitedealer_code': '20306', 'sell_source': '13', 'order_number': 'VXMP2D', 'creation_date': '4/10/2020', 'Options': ['AAB', 'AAV', 'AE4', 'AG2', 'AJK', 'AJ7', 'AL0', 'AP9', 'AXJ', 'A2X', 'BBT', 'BGR', 'BTV', 'B4Z', 'CFZ', 'CJ2', 'C2Z', 'DD0', 'DD8', 'D42', 'EFR', 'EF7', 'EYT', 'FE7', 'FHO', 'GAN', 'GXB', 'G96', 'IL3', 'IO6', 'I19', 'J57', 'J6F', 'KNP', 'KNR', 'KQV', 'LHD', 'LT4', 'MAH', 'M5U', 'NK4', 'NPP', 'NUE', 'N38', 'Q6U', 'RWL', 'R8E', 'R9N', 'SLM', 'T4F', 'UE1', 'UG1', 'UHS', 'UQS', 'UQT', 'UTJ', 'UTT', 'UTU', 'UTV', 'UVJ', 'UV6', 'U2K', 'U2L', 'VA5', 'VG6', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V03', 'V05', 'V8D', 'WMK', 'XFM', 'XL8', 'YF5', 'Z07', 'Z52', '1SZ', '19I', '193', '2LZ', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAB', 'AAV', 'AE4', 'AG2', 'AJK', 'AJ7', 'AL0', 'AP9', 'AXJ', 'A2X', 'BBT', 'BGR', 'BTV', 'B4Z', 'CFZ', 'CJ2', 'C2Z', 'DD0', 'DD8', 'D42', 'EFR', 'EF7', 'EYT', 'FE7', 'FHO', 'GAN', 'GXB', 'G96', 'IL3', 'IO6', 'I19', 'J57', 'J6F', 'KNP', 'KNR', 'KQV', 'LHD', 'LT4', 'MAH', 'M5U', 'NK4', 'NPP', 'NUE', 'N38', 'Q6U', 'RWL', 'R8E', 'R9N', 'SLM', 'T4F', 'UE1', 'UG1', 'UHS', 'UQS', 'UQT', 'UTJ', 'UTT', 'UTU', 'UTV', 'UVJ', 'UV6', 'U2K', 'U2L', 'VA5', 'VG6', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V03', 'V05', 'V8D', 'WMK', 'XFM', 'XL8', 'YF5', 'Z07', 'Z52', '1SZ', '19I', '193', '2LZ', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YS2D67K5602321,2019,CORVETTE Z06,COUPE,2LZ,6.2L SUPERCHARGED V8,A8,RWD,BLADE SILVER METALLIC,91565,RICK HENDRICK CHEVROLET NAPLES,"NAPLES, FL 34108",WDPRGT,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YS2D67K5602321', 'sitedealer_code': '26495', 'sell_source': '13', 'order_number': 'WDPRGT', 'creation_date': '6/5/2019', 'Options': ['AAB', 'AAV', 'AG2', 'AJK', 'AJ7', 'AL0', 'AP9', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'BTV', 'B4Z', 'CFA', 'CJ2', 'DD0', 'DD8', 'D42', 'EFR', 'EF7', 'ERI', 'EYT', 'FAY', 'FE6', 'FE9', 'FHO', 'GAN', 'GXB', 'G96', 'IL3', 'IO6', 'I19', 'J56', 'J6F', 'KNP', 'KNR', 'KQV', 'LHD', 'LT4', 'MAH', 'M5U', 'NK4', 'NPP', 'NTB', 'N38', 'Q9B', 'RWL', 'R8E', 'R9N', 'SLM', 'T4F', 'UE1', 'UG1', 'UHS', 'UQS', 'UQT', 'UTJ', 'UTT', 'UTU', 'UTV', 'UVJ', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRR', 'VT7', 'VV4', 'V03', 'V05', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1SZ', '2LZ', '5A7', '6X1', '7X1', '70I', '703', '719', '8X2', '9L3', '9X2']}","['AAB', 'AAV', 'AG2', 'AJK', 'AJ7', 'AL0', 'AP9', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'BTV', 'B4Z', 'CFA', 'CJ2', 'DD0', 'DD8', 'D42', 'EFR', 'EF7', 'ERI', 'EYT', 'FAY', 'FE6', 'FE9', 'FHO', 'GAN', 'GXB', 'G96', 'IL3', 'IO6', 'I19', 'J56', 'J6F', 'KNP', 'KNR', 'KQV', 'LHD', 'LT4', 'MAH', 'M5U', 'NK4', 'NPP', 'NTB', 'N38', 'Q9B', 'RWL', 'R8E', 'R9N', 'SLM', 'T4F', 'UE1', 'UG1', 'UHS', 'UQS', 'UQT', 'UTJ', 'UTT', 'UTU', 'UTV', 'UVJ', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRR', 'VT7', 'VV4', 'V03', 'V05', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1SZ', '2LZ', '5A7', '6X1', '7X1', '70I', '703', '719', '8X2', '9L3', '9X2']"
