vin,year,model,body,trim,engine,transmission,drivetrain,exterior_color,msrp,dealer,location,ordernum,json,all_rpos
1G1YN2D67K5606666,2019,CORVETTE Z06,COUPE,1LZ,6.2L SUPERCHARGED V8,M7,RWD,ELKHART LAKE BLUE METALLIC,83580,KERBECK CHEVROLET BUICK GMC,"ATLANTIC CITY, NJ 08401-1315",WZFZ5N,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YN2D67K5606666', 'sitedealer_code': '15116', 'sell_source': '13', 'order_number': 'WZFZ5N', 'creation_date': '8/28/2019', 'Options': ['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CFX', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'EYT', 'FE6', 'FHO', 'GS7', 'GU6', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NE1', 'NK4', 'NPP', 'NUE', 'N38', 'Q6J', 'RWL', 'R6M', 'R8C', 'R9N', 'R9Z', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CFX', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'EYT', 'FE6', 'FHO', 'GS7', 'GU6', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NE1', 'NK4', 'NPP', 'NUE', 'N38', 'Q6J', 'RWL', 'R6M', 'R8C', 'R9N', 'R9Z', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YN2D63K5606678,2019,CORVETTE Z06,COUPE,1LZ,6.2L SUPERCHARGED V8,M7,RWD,ELKHART LAKE BLUE METALLIC,82590,KERBECK CHEVROLET BUICK GMC,"ATLANTIC CITY, NJ 08401-1315",WZFZ5M,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YN2D63K5606678', 'sitedealer_code': '15116', 'sell_source': '13', 'order_number': 'WZFZ5M', 'creation_date': '3/20/2020', 'Options': ['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'EYT', 'FE6', 'FHO', 'GS7', 'GU6', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NE1', 'NK4', 'NPP', 'NUE', 'N38', 'Q6J', 'RWL', 'R6M', 'R9N', 'R9Z', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'EYT', 'FE6', 'FHO', 'GS7', 'GU6', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NE1', 'NK4', 'NPP', 'NUE', 'N38', 'Q6J', 'RWL', 'R6M', 'R9N', 'R9Z', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YN2D63K5606695,2019,CORVETTE Z06,COUPE,1LZ,6.2L SUPERCHARGED V8,M7,RWD,SEBRING ORANGE TINTCOAT,84180,RICK HENDRICK CHEVROLET,"DULUTH, GA 30096-9094",XCKRG2,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YN2D63K5606695', 'sitedealer_code': '08623', 'sell_source': '13', 'order_number': 'XCKRG2', 'creation_date': '8/30/2019', 'Options': ['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'ERI', 'EYT', 'FE6', 'FE9', 'FHO', 'GU6', 'G26', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6A', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R9N', 'R9Z', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'ERI', 'EYT', 'FE6', 'FE9', 'FHO', 'GU6', 'G26', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6A', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R9N', 'R9Z', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YN2D65K5606715,2019,CORVETTE Z06,COUPE,1LZ,6.2L SUPERCHARGED V8,M7,RWD,ELKHART LAKE BLUE METALLIC,83090,"PAUL MASSE CHEVROLET, INC.","E PROVIDENCE, RI 02914-1614",XBKB8J,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YN2D65K5606715', 'sitedealer_code': '32175', 'sell_source': '13', 'order_number': 'XBKB8J', 'creation_date': '3/20/2020', 'Options': ['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'DNS', 'DTW', 'D31', 'EFR', 'EF7', 'EYT', 'FE6', 'FHO', 'GS7', 'GU6', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NE1', 'NK4', 'NPP', 'NUE', 'N38', 'Q6U', 'RWL', 'R9N', 'R9Z', 'SLM', 'TTV', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'DNS', 'DTW', 'D31', 'EFR', 'EF7', 'EYT', 'FE6', 'FHO', 'GS7', 'GU6', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NE1', 'NK4', 'NPP', 'NUE', 'N38', 'Q6U', 'RWL', 'R9N', 'R9Z', 'SLM', 'TTV', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YN2D61K5606727,2019,CORVETTE Z06,COUPE,1LZ,6.2L SUPERCHARGED V8,M7,RWD,SHADOW GRAY METALLIC,82490,"PARKWAY CHEVROLET, INC.","TOMBALL, TX 77375-6499",XBRMG6,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YN2D61K5606727', 'sitedealer_code': '30484', 'sell_source': '13', 'order_number': 'XBRMG6', 'creation_date': '3/21/2020', 'Options': ['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'EYT', 'FE6', 'FE9', 'FHO', 'GJI', 'GU6', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R9N', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'EYT', 'FE6', 'FE9', 'FHO', 'GJI', 'GU6', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R9N', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YN2D67K5606733,2019,CORVETTE Z06,COUPE,1LZ,6.2L SUPERCHARGED V8,M7,RWD,ARCTIC WHITE,81995,CLASSIC CHEVROLET,"SUGAR LAND, TX 77487",XBRPDN,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YN2D67K5606733', 'sitedealer_code': '30638', 'sell_source': '13', 'order_number': 'XBRPDN', 'creation_date': '9/10/2019', 'Options': ['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'EYT', 'FE6', 'FE9', 'FHO', 'GU6', 'G8G', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NTB', 'N38', 'Q6A', 'RWL', 'R9N', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '5A7', '6X1', '7X1', '70I', '701', '719', '8X2', '9L3', '9X2']}","['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'EYT', 'FE6', 'FE9', 'FHO', 'GU6', 'G8G', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NTB', 'N38', 'Q6A', 'RWL', 'R9N', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '5A7', '6X1', '7X1', '70I', '701', '719', '8X2', '9L3', '9X2']"
1G1YN2D67K5606764,2019,CORVETTE Z06,COUPE,1LZ,6.2L SUPERCHARGED V8,M7,RWD,ARCTIC WHITE,84485,MACMULKIN CHEVROLET CADILLAC,"NASHUA, NH 03061-0568",XBPTQ2,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YN2D67K5606764', 'sitedealer_code': '32449', 'sell_source': '13', 'order_number': 'XBPTQ2', 'creation_date': '9/12/2019', 'Options': ['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'ERI', 'EYT', 'FE6', 'FHO', 'GU6', 'G8G', 'G96', 'IL1', 'IO6', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NC7', 'NE1', 'NK4', 'NPP', 'NUE', 'N38', 'Q6U', 'RWL', 'R9N', 'SLM', 'TTV', 'T4F', 'UE1', 'UHS', 'UQA', 'UQT', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '5A7', '6X1', '7X1', '70I', '701', '719', '8X2', '9L3', '9X2']}","['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'ERI', 'EYT', 'FE6', 'FHO', 'GU6', 'G8G', 'G96', 'IL1', 'IO6', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NC7', 'NE1', 'NK4', 'NPP', 'NUE', 'N38', 'Q6U', 'RWL', 'R9N', 'SLM', 'TTV', 'T4F', 'UE1', 'UHS', 'UQA', 'UQT', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '5A7', '6X1', '7X1', '70I', '701', '719', '8X2', '9L3', '9X2']"
1G1YN2D60K5606766,2019,CORVETTE Z06,COUPE,1LZ,6.2L SUPERCHARGED V8,M7,RWD,BLACK,82490,KERBECK CHEVROLET BUICK GMC,"ATLANTIC CITY, NJ 08401-1315",XBPVRQ,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YN2D60K5606766', 'sitedealer_code': '15116', 'sell_source': '13', 'order_number': 'XBPVRQ', 'creation_date': '9/12/2019', 'Options': ['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'EYT', 'FE6', 'FHO', 'GBA', 'GU6', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NE1', 'NK4', 'NPP', 'NUE', 'N38', 'Q6U', 'RWL', 'R6M', 'R9N', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'EYT', 'FE6', 'FHO', 'GBA', 'GU6', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NE1', 'NK4', 'NPP', 'NUE', 'N38', 'Q6U', 'RWL', 'R6M', 'R9N', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YN2D64K5606768,2019,CORVETTE Z06,COUPE,1LZ,6.2L SUPERCHARGED V8,M7,RWD,SHADOW GRAY METALLIC,82685,"DAN CUMMINS CHEVROLET-BUICK,INC.","PARIS, KY 40361-2210",WZWS5R,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YN2D64K5606768', 'sitedealer_code': '25184', 'sell_source': '13', 'order_number': 'WZWS5R', 'creation_date': '3/31/2020', 'Options': ['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'ERI', 'EYT', 'FE6', 'FE9', 'FHO', 'GJI', 'GU6', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R9N', 'SFE', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'YM8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'ERI', 'EYT', 'FE6', 'FE9', 'FHO', 'GJI', 'GU6', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R9N', 'SFE', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'YM8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YN2D62K5606770,2019,CORVETTE Z06,COUPE,1LZ,6.2L SUPERCHARGED V8,M7,RWD,ARCTIC WHITE,83285,"DAN CUMMINS CHEVROLET-BUICK,INC.","PARIS, KY 40361-2210",WZWS5P,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YN2D62K5606770', 'sitedealer_code': '25184', 'sell_source': '13', 'order_number': 'WZWS5P', 'creation_date': '9/13/2019', 'Options': ['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'DNS', 'DTW', 'D31', 'EFR', 'EF7', 'ERI', 'EYT', 'FE6', 'FE9', 'FHO', 'GU6', 'G8G', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R9N', 'SFE', 'SLM', 'TTV', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'YM8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'DNS', 'DTW', 'D31', 'EFR', 'EF7', 'ERI', 'EYT', 'FE6', 'FE9', 'FHO', 'GU6', 'G8G', 'G96', 'IL1', 'IO5', 'I19', 'JL5', 'J56', 'J6F', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R9N', 'SFE', 'SLM', 'TTV', 'T4F', 'UE1', 'UHS', 'UQA', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'YM8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
1G1YN2D68K5606773,2019,CORVETTE Z06,COUPE,1LZ,6.2L SUPERCHARGED V8,M7,RWD,BLACK,84980,RICK HENDRICK CHEVROLET NAPLES,"NAPLES, FL 34108",XBPC0D,"{'maker': 'CHEVY', 'model_year': '2019', 'mmc_code': '1YZ07', 'vin': '1G1YN2D68K5606773', 'sitedealer_code': '26495', 'sell_source': '13', 'order_number': 'XBPC0D', 'creation_date': '9/13/2019', 'Options': ['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'ERI', 'EYT', 'FE6', 'FE9', 'FHO', 'GBA', 'GU6', 'G96', 'IL1', 'IO6', 'I19', 'JL5', 'J56', 'J6A', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R9N', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UQT', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']}","['AAV', 'AG2', 'AJ7', 'AL0', 'AQ9', 'AXJ', 'A2X', 'BBT', 'BGR', 'B4Z', 'CFA', 'CJ2', 'DL8', 'D31', 'EFR', 'EF7', 'ERI', 'EYT', 'FE6', 'FE9', 'FHO', 'GBA', 'GU6', 'G96', 'IL1', 'IO6', 'I19', 'JL5', 'J56', 'J6A', 'KNP', 'KNR', 'LHD', 'LT4', 'MAH', 'MEK', 'NK4', 'NPP', 'NTB', 'N38', 'Q6U', 'RWL', 'R9N', 'SLM', 'T4F', 'UE1', 'UHS', 'UQA', 'UQT', 'UVC', 'UV6', 'U2K', 'U2L', 'VA5', 'VHM', 'VH9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VT7', 'VV4', 'V08', 'V8D', 'WMK', 'XFK', 'XL8', 'Z52', '1LZ', '1SZ', '19I', '191', '5A7', '6X1', '7X1', '719', '8X2', '9L3', '9X2']"
