vin,year,model,body,trim,engine,transmission,drivetrain,exterior_color,msrp,dealer,location,ordernum,json
1G6KT5R60KU101753,2019,CT6,SEDAN,PLATINUM,"3.0L V6 TWIN TURBO DI, DOHC, VVT",A10,AWD,SHADOW METALLIC,88490,GENERAL MOTORS LLC,"DETROIT, MI 48265-1000",VVWGBB,"{'maker': 'CADILLAC', 'model_year': '2019', 'mmc_code': '6KM69', 'vin': '1G6KT5R60KU101753', 'sitedealer_code': '31005', 'sell_source': '12', 'order_number': 'VVWGBB', 'creation_date': '2/29/2020', 'Options': ['AL0', 'AQ9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B7G', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GJI', 'HD7', 'HIZ', 'HS1', 'IOT', 'I19', 'J56', 'KA1', 'KA6', 'KC7', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGW', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'OAR', 'PYZ', 'QP1', 'RQ9', 'R7V', 'R9N', 'R9Z', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V33', 'V8D', 'WMK', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', 'ZR6', '0ST', '1SN', '1SZ', '2ST', '3ST', '4AA', '4ST', '5ST', '6HP', '7HP', '8HL', '9HL']}","['AL0', 'AQ9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B7G', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GJI', 'HD7', 'HIZ', 'HS1', 'IOT', 'I19', 'J56', 'KA1', 'KA6', 'KC7', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGW', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'OAR', 'PYZ', 'QP1', 'RQ9', 'R7V', 'R9N', 'R9Z', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V33', 'V8D', 'WMK', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', 'ZR6', '0ST', '1SN', '1SZ', '2ST', '3ST', '4AA', '4ST', '5ST', '6HP', '7HP', '8HL', '9HL']"
1G6KT5R60KU102160,2019,CT6,SEDAN,PLATINUM,"3.0L V6 TWIN TURBO DI, DOHC, VVT",A10,AWD,BRONZE DUNE METALLIC,88490,GENERAL MOTORS LLC,"DETROIT, MI 48265-1000",VVWT55,"{'maker': 'CADILLAC', 'model_year': '2019', 'mmc_code': '6KM69', 'vin': '1G6KT5R60KU102160', 'sitedealer_code': '31005', 'sell_source': '12', 'order_number': 'VVWT55', 'creation_date': '2/29/2020', 'Options': ['AL0', 'AQ9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B7G', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GMU', 'HD7', 'HIZ', 'HS1', 'IOT', 'I19', 'J56', 'KA1', 'KA6', 'KC7', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGW', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'OAR', 'PYZ', 'QP1', 'RQ9', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V33', 'V8D', 'WD0', 'WMK', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '0ST', '1SN', '1SZ', '2ST', '3ST', '4AA', '4ST', '5ST', '6HP', '7HP', '8HL', '9HL']}","['AL0', 'AQ9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B7G', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GMU', 'HD7', 'HIZ', 'HS1', 'IOT', 'I19', 'J56', 'KA1', 'KA6', 'KC7', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGW', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'OAR', 'PYZ', 'QP1', 'RQ9', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V33', 'V8D', 'WD0', 'WMK', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '0ST', '1SN', '1SZ', '2ST', '3ST', '4AA', '4ST', '5ST', '6HP', '7HP', '8HL', '9HL']"
1G6KT5R65KU107354,2019,CT6,SEDAN,PLATINUM,"3.0L V6 TWIN TURBO DI, DOHC, VVT",A10,AWD,SATIN STEEL METALLIC,88490,GENERAL MOTORS LLC,"DETROIT, MI 48265-1000",VVWT6J,"{'maker': 'CADILLAC', 'model_year': '2019', 'mmc_code': '6KM69', 'vin': '1G6KT5R65KU107354', 'sitedealer_code': '31005', 'sell_source': '12', 'order_number': 'VVWT6J', 'creation_date': '5/29/2019', 'Options': ['AL0', 'AQ9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B7G', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'G9K', 'HD7', 'HK1', 'HS1', 'IOT', 'I19', 'J56', 'KA1', 'KA6', 'KC7', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGW', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'OAR', 'PYZ', 'QP1', 'RQ9', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V33', 'V8D', 'WD0', 'WMK', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '0ST', '1SN', '1SZ', '2ST', '3ST', '4FR', '4ST', '5ST', '6JB', '7JB', '8HV', '9HV']}","['AL0', 'AQ9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B7G', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'G9K', 'HD7', 'HK1', 'HS1', 'IOT', 'I19', 'J56', 'KA1', 'KA6', 'KC7', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGW', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'OAR', 'PYZ', 'QP1', 'RQ9', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V33', 'V8D', 'WD0', 'WMK', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '0ST', '1SN', '1SZ', '2ST', '3ST', '4FR', '4ST', '5ST', '6JB', '7JB', '8HV', '9HV']"
1G6KT5R64KU103859,2019,CT6,SEDAN,PLATINUM,"3.0L V6 TWIN TURBO DI, DOHC, VVT",A10,AWD,STELLAR BLACK METALLIC,88490,GENERAL MOTORS LLC,"DETROIT, MI 48265-1000",VVWGBH,"{'maker': 'CADILLAC', 'model_year': '2019', 'mmc_code': '6KM69', 'vin': '1G6KT5R64KU103859', 'sitedealer_code': '31005', 'sell_source': '12', 'order_number': 'VVWGBH', 'creation_date': '2/29/2020', 'Options': ['AL0', 'AQ9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B7G', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GB8', 'HD7', 'HIZ', 'HS1', 'IOT', 'I19', 'J56', 'KA1', 'KA6', 'KC7', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGW', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'OAR', 'PYZ', 'QP1', 'RQ9', 'R7V', 'R9N', 'R9Z', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V33', 'V8D', 'WMK', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', 'ZR6', '0ST', '1SN', '1SZ', '2ST', '3ST', '4AA', '4ST', '5ST', '6JB', '7JB', '8HV', '9HV']}","['AL0', 'AQ9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B7G', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GB8', 'HD7', 'HIZ', 'HS1', 'IOT', 'I19', 'J56', 'KA1', 'KA6', 'KC7', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGW', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'OAR', 'PYZ', 'QP1', 'RQ9', 'R7V', 'R9N', 'R9Z', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V33', 'V8D', 'WMK', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', 'ZR6', '0ST', '1SN', '1SZ', '2ST', '3ST', '4AA', '4ST', '5ST', '6JB', '7JB', '8HV', '9HV']"
1G6KT5R68KU104190,2019,CT6,SEDAN,PLATINUM,"3.0L V6 TWIN TURBO DI, DOHC, VVT",A10,AWD,BRONZE DUNE METALLIC,88490,GENERAL MOTORS LLC,"DETROIT, MI 48265-1000",VVWGBF,"{'maker': 'CADILLAC', 'model_year': '2019', 'mmc_code': '6KM69', 'vin': '1G6KT5R68KU104190', 'sitedealer_code': '31005', 'sell_source': '12', 'order_number': 'VVWGBF', 'creation_date': '2/29/2020', 'Options': ['AL0', 'AQ9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B7G', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GMU', 'HD7', 'HIZ', 'HS1', 'IOT', 'I19', 'J56', 'KA1', 'KA6', 'KC7', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGW', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'OAR', 'PYZ', 'QP1', 'RQ9', 'R7V', 'R9N', 'R9Z', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V33', 'V8D', 'WMK', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', 'ZR6', '0ST', '1SN', '1SZ', '2ST', '3ST', '4AA', '4ST', '5ST', '6JB', '7JB', '8HV', '9HV']}","['AL0', 'AQ9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B7G', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GMU', 'HD7', 'HIZ', 'HS1', 'IOT', 'I19', 'J56', 'KA1', 'KA6', 'KC7', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGW', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'OAR', 'PYZ', 'QP1', 'RQ9', 'R7V', 'R9N', 'R9Z', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V33', 'V8D', 'WMK', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', 'ZR6', '0ST', '1SN', '1SZ', '2ST', '3ST', '4AA', '4ST', '5ST', '6JB', '7JB', '8HV', '9HV']"
1G6KC5RK5KU116973,2019,CT6,SEDAN,PREMIUM LUXURY,"2.0L TURBO, 4-CYL, SIDI",A10,RWD,SATIN STEEL METALLIC,68815,CADILLAC OF ARLINGTON,"ARLINGTON, TX 76011-8844",WJWBQ3,"{'maker': 'CADILLAC', 'model_year': '2019', 'mmc_code': '6KJ69', 'vin': '1G6KC5RK5KU116973', 'sitedealer_code': '39002', 'sell_source': '12', 'order_number': 'WJWBQ3', 'creation_date': '3/23/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B0V', 'B7G', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'G9K', 'HD7', 'HS1', 'H2X', 'IOT', 'I19', 'JBP', 'J55', 'KA1', 'KA6', 'KC7', 'KEM', 'KL9', 'KRV', 'KU9', 'K34', 'K4C', 'LSY', 'MAH', 'MHS', 'NB8', 'NP5', 'NTB', 'PYZ', 'Q6M', 'RJZ', 'RWL', 'R6F', 'R6M', 'R7N', 'R7V', 'R9N', 'R9Z', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHX', 'UHY', 'UKC', 'UKJ', 'UKK', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UV2', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V33', 'V8D', 'WMK', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y61', 'Y65', 'ZCD', 'ZR6', '0ST', '1SC', '1SZ', '2ST', '3ST', '4AA', '4ST', '5ST', '6HM', '7HM', '8HJ', '9HJ']}","['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B0V', 'B7G', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'G9K', 'HD7', 'HS1', 'H2X', 'IOT', 'I19', 'JBP', 'J55', 'KA1', 'KA6', 'KC7', 'KEM', 'KL9', 'KRV', 'KU9', 'K34', 'K4C', 'LSY', 'MAH', 'MHS', 'NB8', 'NP5', 'NTB', 'PYZ', 'Q6M', 'RJZ', 'RWL', 'R6F', 'R6M', 'R7N', 'R7V', 'R9N', 'R9Z', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHX', 'UHY', 'UKC', 'UKJ', 'UKK', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UV2', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V33', 'V8D', 'WMK', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y61', 'Y65', 'ZCD', 'ZR6', '0ST', '1SC', '1SZ', '2ST', '3ST', '4AA', '4ST', '5ST', '6HM', '7HM', '8HJ', '9HJ']"
1G6KT5R67KU118906,2019,CT6,SEDAN,PLATINUM,"3.0L V6 TWIN TURBO DI, DOHC, VVT",A10,AWD,SHADOW METALLIC,88490,GENERAL MOTORS LLC,"DETROIT, MI 48265-1000",WJWBVQ,"{'maker': 'CADILLAC', 'model_year': '2019', 'mmc_code': '6KM69', 'vin': '1G6KT5R67KU118906', 'sitedealer_code': '31005', 'sell_source': '12', 'order_number': 'WJWBVQ', 'creation_date': '2/27/2020', 'Options': ['AL0', 'AQ9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B0V', 'B7G', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GJI', 'HD7', 'HIZ', 'HS1', 'IOT', 'I19', 'J56', 'KA1', 'KA6', 'KC7', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGW', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PYZ', 'QP1', 'RQ9', 'R6F', 'R7N', 'R7V', 'R9N', 'R9Z', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V33', 'V8D', 'WMK', 'W0A', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', 'ZR6', '0ST', '1SN', '1SZ', '2ST', '3ST', '4AA', '4ST', '5ST', '6JB', '7JB', '8HV', '9HV']}","['AL0', 'AQ9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B0V', 'B7G', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GJI', 'HD7', 'HIZ', 'HS1', 'IOT', 'I19', 'J56', 'KA1', 'KA6', 'KC7', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGW', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PYZ', 'QP1', 'RQ9', 'R6F', 'R7N', 'R7V', 'R9N', 'R9Z', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V33', 'V8D', 'WMK', 'W0A', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', 'ZR6', '0ST', '1SN', '1SZ', '2ST', '3ST', '4AA', '4ST', '5ST', '6JB', '7JB', '8HV', '9HV']"
1G6KN5R67KU126451,2019,CT6,SEDAN,SPORT,"3.0L V6 TWIN TURBO DI, DOHC, VVT",A10,AWD,SATIN STEEL METALLIC,70510,VAN CADILLAC,"KANSAS CITY, MO 64118-4539",WNGBP8,"{'maker': 'CADILLAC', 'model_year': '2019', 'mmc_code': '6KL69', 'vin': '1G6KN5R67KU126451', 'sitedealer_code': '37632', 'sell_source': '12', 'order_number': 'WNGBP8', 'creation_date': '2/7/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B6A', 'B7G', 'B86', 'CJ2', 'CWA', 'C3U', 'DEH', 'DNP', 'DRZ', 'D59', 'EF7', 'FE2', 'FE9', 'FHO', 'FTF', 'F46', 'G9K', 'HD7', 'HS1', 'H2X', 'IOT', 'I19', 'J56', 'KA1', 'KA6', 'KC7', 'KL9', 'KRV', 'KU9', 'K34', 'K4C', 'LGW', 'MAH', 'MFI', 'MHS', 'NP5', 'NTB', 'PDH', 'PXX', 'PYZ', 'RJZ', 'R7E', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHX', 'UHY', 'UKC', 'UKJ', 'UKK', 'UQS', 'UTR', 'UTT', 'UTU', 'UTV', 'UV2', 'UV6', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V33', 'V8D', 'WMK', 'XVR', 'YM8', 'Y40', 'Y41', 'Y61', 'Y65', 'ZCD', '0ST', '1SJ', '1SZ', '2ST', '3ST', '4AA', '4ST', '5ST', '6HK', '7HK', '8EH', '8HB', '9HB']}","['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B6A', 'B7G', 'B86', 'CJ2', 'CWA', 'C3U', 'DEH', 'DNP', 'DRZ', 'D59', 'EF7', 'FE2', 'FE9', 'FHO', 'FTF', 'F46', 'G9K', 'HD7', 'HS1', 'H2X', 'IOT', 'I19', 'J56', 'KA1', 'KA6', 'KC7', 'KL9', 'KRV', 'KU9', 'K34', 'K4C', 'LGW', 'MAH', 'MFI', 'MHS', 'NP5', 'NTB', 'PDH', 'PXX', 'PYZ', 'RJZ', 'R7E', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHX', 'UHY', 'UKC', 'UKJ', 'UKK', 'UQS', 'UTR', 'UTT', 'UTU', 'UTV', 'UV2', 'UV6', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V33', 'V8D', 'WMK', 'XVR', 'YM8', 'Y40', 'Y41', 'Y61', 'Y65', 'ZCD', '0ST', '1SJ', '1SZ', '2ST', '3ST', '4AA', '4ST', '5ST', '6HK', '7HK', '8EH', '8HB', '9HB']"
