vin,year,model,body,trim,engine,transmission,drivetrain,exterior_color,msrp,dealer,location,ordernum,json
1G6KE5RS3LU103053,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,SATIN STEEL METALLIC,76115,HILL CADILLAC,"NEWTOWN SQUARE, PA 19073-3254",XDBC4N,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS3LU103053', 'sitedealer_code': '22130', 'sell_source': '12', 'order_number': 'XDBC4N', 'creation_date': '10/29/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FHO', 'F46', 'F55', 'G9K', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NUB', 'NYS', 'N30', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4GP', '6HG', '7HG', '8HV', '9HV']}"
1G6KE5RS4LU103059,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,85593,CADILLAC CHEV BUICK GMC WEST ISLAND,"DOLLARD-DES-ORMEAUX, PQ H9B 1Z9",XDND3J,"{'maker': 'GMCANADA', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS4LU103059', 'sitedealer_code': '86436', 'sell_source': '14', 'order_number': 'XDND3J', 'creation_date': '10/25/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'G1W', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K05', 'K4C', 'LGX', 'MBC', 'MHS', 'NTB', 'NYS', 'N30', 'PYZ', 'QP1', 'RTJ', 'R6Z', 'R7K', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U19', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8E', 'WML', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', 'Z49', '1SD', '4GP', '6HG', '7HG', '8HV', '9HV']}"
1G6KE5RSXLU103065,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,RED HORIZON TINTCOAT,76715,JOHN ELWAY CADILLAC OF PARK MEADOWS,"LONE TREE, CO 80124-2754",XCWKXS,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RSXLU103065', 'sitedealer_code': '38683', 'sell_source': '12', 'order_number': 'XCWKXS', 'creation_date': '10/29/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GPJ', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4GP', '6HG', '7HG', '8HV', '9HV']}"
1G6KW5RJXLU103068,2020,CT6,SEDAN,V-SERIES,"4.2L BLACKWING TWIN TURBO V8, SIDI, DOHC, VVT",A10,AWD,BLACK RAVEN,97615,SUPERIOR CADILLAC,"ANNISTON, AL 36202",XBGRFD,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KN69', 'vin': '1G6KW5RJXLU103068', 'sitedealer_code': '18198', 'sell_source': '12', 'order_number': 'XBGRFD', 'creation_date': '2/13/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B6A', 'B86', 'CJ2', 'CWA', 'C3U', 'DEH', 'DNP', 'DRZ', 'D59', 'EF7', 'E2C', 'FE3', 'FE9', 'FHO', 'FTF', 'F46', 'F55', 'GBA', 'G80', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'JBP', 'JE2', 'J6H', 'KA1', 'KA6', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LTA', 'MAH', 'MFI', 'MHW', 'NPP', 'NP5', 'NTB', 'NYS', 'PDY', 'PZ1', 'RTH', 'R7E', 'R8E', 'R9N', 'R9Z', 'SLL', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UHX', 'UKC', 'UKJ', 'UKK', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'VYW', 'V03', 'V8D', 'WML', 'W0A', 'W7X', 'XVR', 'YM8', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCH', '1SV', '1SZ', '4AA', '5EH', '6JB', '7JB', '8EH', '8HS', '9HS']}"
1G6KE5RS0LU103074,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,BLACK RAVEN,75780,STERLING MCCALL CADILLAC,"HOUSTON, TX 77074-1512",XCFNJR,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS0LU103074', 'sitedealer_code': '09224', 'sell_source': '12', 'order_number': 'XCFNJR', 'creation_date': '9/17/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GBA', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4AA', '6HG', '7HG', '8HV', '9HV']}"
1G6KE5RS6LU103077,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,BLACK RAVEN,76570,"KING-O'ROURKE CADILLAC, INC.","SMITHTOWN, NY 11787-5023",XBVFH9,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS6LU103077', 'sitedealer_code': '23065', 'sell_source': '12', 'order_number': 'XBVFH9', 'creation_date': '2/5/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FHO', 'F46', 'F55', 'GBA', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NUB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SB2', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4GP', '5RU', '6HG', '7HG', '8HV', '9HV']}"
1G6KE5RS2LU103089,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,BLACK RAVEN,76275,SUBURBAN CADILLAC OF TROY,"TROY, MI 48099-0909",XCSZNN,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS2LU103089', 'sitedealer_code': '20002', 'sell_source': '12', 'order_number': 'XCSZNN', 'creation_date': '2/5/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GBA', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SB2', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4AA', '6HG', '7HG', '8HV', '9HV']}"
1G6KE5RS8LU103095,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,MANHATTAN NOIR METALLIC,76405,SUBURBAN CADILLAC OF TROY,"TROY, MI 48099-0909",XDBM1N,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS8LU103095', 'sitedealer_code': '20002', 'sell_source': '12', 'order_number': 'XDBM1N', 'creation_date': '2/5/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GCI', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4AA', '6HG', '7HG', '8HV', '9HV']}"
1G6KE5RSXLU103101,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,79100,"ARMEN CADILLAC, INC.","PLYMOUTH MEETING, PA 19462-0193",XDTPP9,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RSXLU103101', 'sitedealer_code': '22029', 'sell_source': '12', 'order_number': 'XDTPP9', 'creation_date': '5/16/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FHO', 'F46', 'F55', 'G1W', 'HD7', 'HS1', 'HTX', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NUB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SHH', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4J1', '6HG', '7HG', '8HV', '9HV']}"
1G6KW5RJ5LU103107,2020,CT6,SEDAN,V-SERIES,"4.2L BLACKWING TWIN TURBO V8, SIDI, DOHC, VVT",A10,AWD,BLACK RAVEN,97190,"SYMES CADILLAC, INC.","PASADENA, CA 91107-3879",XBGXM5,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KN69', 'vin': '1G6KW5RJ5LU103107', 'sitedealer_code': '36033', 'sell_source': '12', 'order_number': 'XBGXM5', 'creation_date': '12/19/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B6A', 'B86', 'CJ2', 'CWA', 'C3U', 'DEH', 'DNP', 'DRZ', 'D59', 'EF7', 'E2C', 'FE3', 'FHO', 'FTF', 'F46', 'F55', 'GBA', 'G80', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'JBP', 'JE2', 'J6H', 'KA1', 'KA6', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LTA', 'MAH', 'MFI', 'MHW', 'NPP', 'NP5', 'NUF', 'NYS', 'PZ1', 'RTH', 'R8E', 'R9N', 'R9Z', 'SLL', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UHX', 'UKC', 'UKJ', 'UKK', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V03', 'V8D', 'WML', 'W7X', 'XVR', 'YF5', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCH', '1SV', '1SZ', '4AA', '5EH', '6JB', '65C', '7JB', '8EH', '8HS', '9HS']}"
1G6KE5RS6LU103113,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,76715,DAVIDSON CADILLAC OF WATERTOWN,"WATERTOWN, NY 13601-6069",XCXCDN,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS6LU103113', 'sitedealer_code': '24503', 'sell_source': '12', 'order_number': 'XCXCDN', 'creation_date': '2/5/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FHO', 'F46', 'F55', 'G1W', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NUB', 'NYS', 'N30', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4GP', '6HG', '7HG', '8HV', '9HV']}"
1G6KE5RS7LU103119,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,SHADOW METALLIC,76405,PAUL CONTE CADILLAC,"FREEPORT, NY 11520-3495",XCXF6X,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS7LU103119', 'sitedealer_code': '23033', 'sell_source': '12', 'order_number': 'XCXF6X', 'creation_date': '10/31/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FHO', 'F46', 'F55', 'GJI', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NUB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4AA', '6HG', '7HG', '8HV', '9HV']}"
1G6KV5RJ9LU103128,2020,CT6,SEDAN,PLATINUM,"4.2L BLACKWING TWIN TURBO V8, SIDI, DOHC, VVT",A10,AWD,MANHATTAN NOIR METALLIC,100885,NAPLETON CADILLAC OF LIBERTYVILLE,"LIBERTYVILLE, IL 60048-3287",XBSMTB,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KM69', 'vin': '1G6KV5RJ9LU103128', 'sitedealer_code': '20160', 'sell_source': '12', 'order_number': 'XBSMTB', 'creation_date': '2/13/2020', 'Options': ['AL0', 'AQ9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GCI', 'HD7', 'HIZ', 'HS1', 'IOT', 'I20', 'JBP', 'J6H', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LTA', 'MAH', 'MHW', 'NTB', 'NYS', 'N30', 'PZ1', 'QP1', 'RQ9', 'R8E', 'R8V', 'R9N', 'R9Z', 'SHH', 'SLL', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V03', 'V3L', 'V8D', 'WML', 'W0A', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCH', '1SP', '1SZ', '4AA', '6JC', '7JC', '8HR', '9HR']}"
1G6KB5RS7LU103131,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,61215,ROBERT BASIL CADILLAC,"ORCHARD PARK, NY 14127-1507",XBZVTM,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS7LU103131', 'sitedealer_code': '36557', 'sell_source': '12', 'order_number': 'XBZVTM', 'creation_date': '10/29/2019', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FHO', 'F46', 'G1W', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NP5', 'NUB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '7HB', '8HC', '9HC']}"
1G6KE5RS3LU103134,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,SATIN STEEL METALLIC,76700,"KING-O'ROURKE CADILLAC, INC.","SMITHTOWN, NY 11787-5023",XBVFJD,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS3LU103134', 'sitedealer_code': '23065', 'sell_source': '12', 'order_number': 'XBVFJD', 'creation_date': '2/5/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FHO', 'F46', 'F55', 'G9K', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NUB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4AA', '5RU', '6HG', '7HG', '8HV', '9HV']}"
1G6KW5RJ9LU103143,2020,CT6,SEDAN,V-SERIES,"4.2L BLACKWING TWIN TURBO V8, SIDI, DOHC, VVT",A10,AWD,MANHATTAN NOIR METALLIC,101440,ROTH CADILLAC,"ERIE, PA 16509-2607",XCPV3Q,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KN69', 'vin': '1G6KW5RJ9LU103143', 'sitedealer_code': '20538', 'sell_source': '12', 'order_number': 'XCPV3Q', 'creation_date': '2/13/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B6A', 'B86', 'CJ2', 'CWA', 'C3U', 'DEH', 'DNP', 'DRZ', 'D59', 'EF7', 'E2C', 'FE3', 'FHO', 'FTF', 'F46', 'F55', 'GCI', 'G80', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'JBP', 'JE2', 'J6H', 'KA1', 'KA6', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LTA', 'MAH', 'MFI', 'MHW', 'NE1', 'NPP', 'NP5', 'NUF', 'NYS', 'PDH', 'PDY', 'PZ1', 'RTH', 'RWU', 'RYT', 'R8E', 'R9N', 'R9Z', 'SD4', 'SLL', 'S08', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UHX', 'UKC', 'UKJ', 'UKK', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'VYW', 'V03', 'V8D', 'WML', 'W0A', 'W7X', 'XVR', 'YM8', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCH', '1SV', '1SZ', '4AA', '5EH', '5JO', '5RU', '6JB', '7JB', '8EH', '8HS', '9HS']}"
