vin,year,model,body,trim,engine,transmission,drivetrain,exterior_color,msrp,dealer,location,ordernum,json,all_rpos
1GKTENDE5TU600001,2026,HUMMER EV SUV,SUV,2X,Ultium - 20 module pack,None,4WD,INTERSTELLAR WHITE,101524,SUPERIOR BUICK GMC,"FAYETTEVILLE, AR 72703-5200",FJGJSK,"{""maker"": ""GMC"", ""model_year"": ""2026"", ""mmc_code"": ""TT35526"", ""vin"": ""1GKTENDE5TU600001"", ""sitedealer_code"": ""30063"", ""sell_source"": ""48"", ""order_number"": ""FJGJSK"", ""creation_date"": ""8/1/2025"", ""Options"": [""AGJ"", ""AHV"", ""AJ7"", ""AKO"", ""AL0"", ""ARU"", ""ATH"", ""AT8"", ""AU3"", ""AVI"", ""AVK"", ""AVU"", ""AXP"", ""A2X"", ""A45"", ""A50"", ""A64"", ""A7K"", ""BG9"", ""BKA"", ""BKD"", ""BS1"", ""BTT"", ""BTV"", ""CC3"", ""CE1"", ""CJ4"", ""CKU"", ""CPL"", ""CTB"", ""CTT"", ""CWA"", ""C49"", ""C77"", ""DEA"", ""DEH"", ""DRZ"", ""EBI"", ""EF7"", ""EN0"", ""EN5"", ""EPH"", ""ETJ"", ""E01"", ""E6V"", ""FE9"", ""FJP"", ""FX3"", ""F45"", ""F47"", ""GAZ"", ""GQB"", ""HBZ"", ""HS1"", ""IKP"", ""IVE"", ""JAD"", ""JCF"", ""JL1"", ""JSZ"", ""J26"", ""J77"", ""KA1"", ""KA6"", ""KI3"", ""KI4"", ""KQV"", ""KRV"", ""KSG"", ""KWP"", ""K12"", ""K2O"", ""K4C"", ""LHD"", ""LPA"", ""MAH"", ""MF1"", ""NAM"", ""NCG"", ""NF6"", ""NP5"", ""NYS"", ""N38"", ""PHY"", ""PSC"", ""PZ8"", ""P80"", ""QMH"", ""QNF"", ""QNX"", ""Q8E"", ""RSR"", ""RYC"", ""R6J"", ""R7E"", ""R9M"", ""R9N"", ""SLM"", ""SP9"", ""S80"", ""TDM"", ""TQ5"", ""TRJ"", ""T4L"", ""T8Z"", ""UBD"", ""UBI"", ""UEN"", ""UET"", ""UEU"", ""UE1"", ""UFB"", ""UGN"", ""UG1"", ""UH5"", ""UIT"", ""UJN"", ""UKK"", ""UKL"", ""UKT"", ""UKW"", ""UKZ"", ""UK3"", ""ULM"", ""UMN"", ""UOW"", ""UQS"", ""URC"", ""URF"", ""UTJ"", ""UVX"", ""UVZ"", ""UV2"", ""U05"", ""U2K"", ""U5G"", ""U91"", ""VK3"", ""VRD"", ""VRF"", ""VRG"", ""VRH"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VSX"", ""VV4"", ""V8D"", ""WAK"", ""WLD"", ""WMI"", ""WNO"", ""XFD"", ""XL8"", ""XRJ"", ""YM8"", ""Z82"", ""Z88"", ""0ST"", ""1NF"", ""1SF"", ""1SZ"", ""2NF"", ""2ST"", ""3ST"", ""4BK"", ""4ST"", ""41T"", ""5CH"", ""5C6"", ""5FC"", ""5GD"", ""5ST"", ""6X1"", ""7X1"", ""8X2"", ""9X2""]}"
1GKTEHDE2TU600006,2026,HUMMER EV PICKUP,TRUCK,2X,Ultium - 20 module pack,None,4WD,INTERSTELLAR WHITE,99095,STARLING BUICK GMC OF STUART,"STUART, FL 34994-4530",FJHQ26,"{""maker"": ""GMC"", ""model_year"": ""2026"", ""mmc_code"": ""TT35526"", ""vin"": ""1GKTEHDE2TU600006"", ""sitedealer_code"": ""66044"", ""sell_source"": ""48"", ""order_number"": ""FJHQ26"", ""creation_date"": ""8/8/2025"", ""Options"": [""AGJ"", ""AHV"", ""AJ7"", ""AKO"", ""AL0"", ""ARU"", ""ATH"", ""AT8"", ""AU3"", ""AVI"", ""AVK"", ""AVU"", ""AXP"", ""A2X"", ""A45"", ""A50"", ""A64"", ""A7K"", ""BG9"", ""BKA"", ""BKD"", ""BS1"", ""BTT"", ""BTV"", ""CE1"", ""CF7"", ""CJ4"", ""CKU"", ""CPL"", ""CTB"", ""CTT"", ""CWA"", ""C49"", ""C77"", ""DEA"", ""DEH"", ""DRZ"", ""EBI"", ""EF7"", ""EN0"", ""EN5"", ""EPH"", ""ETJ"", ""E01"", ""E6V"", ""FE9"", ""FJP"", ""FX3"", ""F45"", ""F47"", ""GAZ"", ""GQ2"", ""HBZ"", ""HS1"", ""IKP"", ""IVE"", ""JAD"", ""JCF"", ""JL1"", ""JSZ"", ""J26"", ""J77"", ""KA1"", ""KA6"", ""KI3"", ""KI4"", ""KQV"", ""KRV"", ""KSG"", ""KWP"", ""K12"", ""K2O"", ""K4C"", ""LHD"", ""LPA"", ""MAH"", ""MF1"", ""NAM"", ""NCG"", ""NF6"", ""NP5"", ""NYS"", ""N38"", ""PHY"", ""PSC"", ""PZ8"", ""P80"", ""QMH"", ""QNF"", ""QNX"", ""Q8E"", ""RSR"", ""R6J"", ""R7Q"", ""R9M"", ""R9N"", ""SLM"", ""SP9"", ""S80"", ""TDM"", ""TQ5"", ""TRJ"", ""T4L"", ""T8Z"", ""UBD"", ""UBI"", ""UEN"", ""UET"", ""UEU"", ""UE1"", ""UFB"", ""UGN"", ""UG1"", ""UH5"", ""UIT"", ""UJN"", ""UKK"", ""UKL"", ""UKT"", ""UKW"", ""UKZ"", ""UK3"", ""ULM"", ""UMN"", ""UOW"", ""UQS"", ""URC"", ""URF"", ""UTJ"", ""UVX"", ""UVZ"", ""UV2"", ""U05"", ""U2K"", ""U5G"", ""U91"", ""VRD"", ""VRF"", ""VRG"", ""VRH"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VSX"", ""VV4"", ""V8D"", ""WAK"", ""WLD"", ""WMI"", ""WNO"", ""XFD"", ""XL8"", ""XRJ"", ""Z82"", ""Z88"", ""0ST"", ""1NF"", ""1SZ"", ""2NF"", ""2ST"", ""3ST"", ""3VL"", ""4BK"", ""4ST"", ""41T"", ""5C6"", ""5FC"", ""5GD"", ""5ST"", ""6X1"", ""7X1"", ""8X2"", ""9X2""]}"
1GKTEHDE8TU600009,2026,HUMMER EV PICKUP,TRUCK,2X,Ultium - 20 module pack,None,4WD,INTERSTELLAR WHITE,99095,STARLING BUICK GMC OF STUART,"STUART, FL 34994-4530",FJHQ27,"{""maker"": ""GMC"", ""model_year"": ""2026"", ""mmc_code"": ""TT35526"", ""vin"": ""1GKTEHDE8TU600009"", ""sitedealer_code"": ""66044"", ""sell_source"": ""48"", ""order_number"": ""FJHQ27"", ""creation_date"": ""8/7/2025"", ""Options"": [""AGJ"", ""AHV"", ""AJ7"", ""AKO"", ""AL0"", ""ARU"", ""ATH"", ""AT8"", ""AU3"", ""AVI"", ""AVK"", ""AVU"", ""AXP"", ""A2X"", ""A45"", ""A50"", ""A64"", ""A7K"", ""BG9"", ""BKA"", ""BKD"", ""BS1"", ""BTT"", ""BTV"", ""CE1"", ""CF7"", ""CJ4"", ""CKU"", ""CPL"", ""CTB"", ""CTT"", ""CWA"", ""C49"", ""C77"", ""DEA"", ""DEH"", ""DRZ"", ""EBI"", ""EF7"", ""EN0"", ""EN5"", ""EPH"", ""ETJ"", ""E01"", ""E6V"", ""FE9"", ""FJP"", ""FX3"", ""F45"", ""F47"", ""GAZ"", ""GQ2"", ""HBZ"", ""HS1"", ""IKP"", ""IVE"", ""JAD"", ""JCF"", ""JL1"", ""JSZ"", ""J26"", ""J77"", ""KA1"", ""KA6"", ""KI3"", ""KI4"", ""KQV"", ""KRV"", ""KSG"", ""KWP"", ""K12"", ""K2O"", ""K4C"", ""LHD"", ""LPA"", ""MAH"", ""MF1"", ""NAM"", ""NCG"", ""NF6"", ""NP5"", ""NYS"", ""N38"", ""PHY"", ""PSC"", ""PZ8"", ""P80"", ""QMH"", ""QNF"", ""QNX"", ""Q8E"", ""RSR"", ""R6J"", ""R7Q"", ""R9M"", ""R9N"", ""SLM"", ""SP9"", ""S80"", ""TDM"", ""TQ5"", ""TRJ"", ""T4L"", ""T8Z"", ""UBD"", ""UBI"", ""UEN"", ""UET"", ""UEU"", ""UE1"", ""UFB"", ""UGN"", ""UG1"", ""UH5"", ""UIT"", ""UJN"", ""UKK"", ""UKL"", ""UKT"", ""UKW"", ""UKZ"", ""UK3"", ""ULM"", ""UMN"", ""UOW"", ""UQS"", ""URC"", ""URF"", ""UTJ"", ""UVX"", ""UVZ"", ""UV2"", ""U05"", ""U2K"", ""U5G"", ""U91"", ""VRD"", ""VRF"", ""VRG"", ""VRH"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VSX"", ""VV4"", ""V8D"", ""WAK"", ""WLD"", ""WMI"", ""WNO"", ""XFD"", ""XL8"", ""XRJ"", ""Z82"", ""Z88"", ""0ST"", ""1NF"", ""1SZ"", ""2NF"", ""2ST"", ""3ST"", ""3VL"", ""4BK"", ""4ST"", ""41T"", ""5C6"", ""5FC"", ""5GD"", ""5ST"", ""6X1"", ""7X1"", ""8X2"", ""9X2""]}"
1GKTEHDE4TU600010,2026,HUMMER EV PICKUP,TRUCK,2X,Ultium - 20 module pack,None,4WD,INTERSTELLAR WHITE,99095,STARLING BUICK GMC OF STUART,"STUART, FL 34994-4530",FJHQ28,"{""maker"": ""GMC"", ""model_year"": ""2026"", ""mmc_code"": ""TT35526"", ""vin"": ""1GKTEHDE4TU600010"", ""sitedealer_code"": ""66044"", ""sell_source"": ""48"", ""order_number"": ""FJHQ28"", ""creation_date"": ""8/1/2025"", ""Options"": [""AGJ"", ""AHV"", ""AJ7"", ""AKO"", ""AL0"", ""ARU"", ""ATH"", ""AT8"", ""AU3"", ""AVI"", ""AVK"", ""AVU"", ""AXP"", ""A2X"", ""A45"", ""A50"", ""A64"", ""A7K"", ""BG9"", ""BKA"", ""BKD"", ""BS1"", ""BTT"", ""BTV"", ""CE1"", ""CF7"", ""CJ4"", ""CKU"", ""CPL"", ""CTB"", ""CTT"", ""CWA"", ""C49"", ""C77"", ""DEA"", ""DEH"", ""DRZ"", ""EBI"", ""EF7"", ""EN0"", ""EN5"", ""EPH"", ""ETJ"", ""E01"", ""E6V"", ""FE9"", ""FJP"", ""FX3"", ""F45"", ""F47"", ""GAZ"", ""GQ2"", ""HBZ"", ""HS1"", ""IKP"", ""IVE"", ""JAD"", ""JCF"", ""JL1"", ""JSZ"", ""J26"", ""J77"", ""KA1"", ""KA6"", ""KI3"", ""KI4"", ""KQV"", ""KRV"", ""KSG"", ""KWP"", ""K12"", ""K2O"", ""K4C"", ""LHD"", ""LPA"", ""MAH"", ""MF1"", ""NAM"", ""NCG"", ""NF6"", ""NP5"", ""NYS"", ""N38"", ""PHY"", ""PSC"", ""PZ8"", ""P80"", ""QMH"", ""QNF"", ""QNX"", ""Q8E"", ""RSR"", ""R6J"", ""R7Q"", ""R9M"", ""R9N"", ""SLM"", ""SP9"", ""S80"", ""TDM"", ""TQ5"", ""TRJ"", ""T4L"", ""T8Z"", ""UBD"", ""UBI"", ""UEN"", ""UET"", ""UEU"", ""UE1"", ""UFB"", ""UGN"", ""UG1"", ""UH5"", ""UIT"", ""UJN"", ""UKK"", ""UKL"", ""UKT"", ""UKW"", ""UKZ"", ""UK3"", ""ULM"", ""UMN"", ""UOW"", ""UQS"", ""URC"", ""URF"", ""UTJ"", ""UVX"", ""UVZ"", ""UV2"", ""U05"", ""U2K"", ""U5G"", ""U91"", ""VRD"", ""VRF"", ""VRG"", ""VRH"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VSX"", ""VV4"", ""V8D"", ""WAK"", ""WLD"", ""WMI"", ""WNO"", ""XFD"", ""XL8"", ""XRJ"", ""Z82"", ""Z88"", ""0ST"", ""1NF"", ""1SZ"", ""2NF"", ""2ST"", ""3ST"", ""3VL"", ""4BK"", ""4ST"", ""41T"", ""5C6"", ""5FC"", ""5GD"", ""5ST"", ""6X1"", ""7X1"", ""8X2"", ""9X2""]}"
1GKTEHDE1TU600014,2026,HUMMER EV PICKUP,TRUCK,2X,Ultium - 20 module pack,None,4WD,INTERSTELLAR WHITE,99095,STARLING CHEVROLET GMC,"SAINT CLOUD, FL 34770-0667",FJHQ5P,"{""maker"": ""GMC"", ""model_year"": ""2026"", ""mmc_code"": ""TT35526"", ""vin"": ""1GKTEHDE1TU600014"", ""sitedealer_code"": ""53203"", ""sell_source"": ""48"", ""order_number"": ""FJHQ5P"", ""creation_date"": ""8/1/2025"", ""Options"": [""AGJ"", ""AHV"", ""AJ7"", ""AKO"", ""AL0"", ""ARU"", ""ATH"", ""AT8"", ""AU3"", ""AVI"", ""AVK"", ""AVU"", ""AXP"", ""A2X"", ""A45"", ""A50"", ""A64"", ""A7K"", ""BG9"", ""BKA"", ""BKD"", ""BS1"", ""BTT"", ""BTV"", ""CE1"", ""CF7"", ""CJ4"", ""CKU"", ""CPL"", ""CTB"", ""CTT"", ""CWA"", ""C49"", ""C77"", ""DEA"", ""DEH"", ""DRZ"", ""EBI"", ""EF7"", ""EN0"", ""EN5"", ""EPH"", ""ETJ"", ""E01"", ""E6V"", ""FE9"", ""FJP"", ""FX3"", ""F45"", ""F47"", ""GAZ"", ""GQ2"", ""HBZ"", ""HS1"", ""IKP"", ""IVE"", ""JAD"", ""JCF"", ""JL1"", ""JSZ"", ""J26"", ""J77"", ""KA1"", ""KA6"", ""KI3"", ""KI4"", ""KQV"", ""KRV"", ""KSG"", ""KWP"", ""K12"", ""K2O"", ""K4C"", ""LHD"", ""LPA"", ""MAH"", ""MF1"", ""NAM"", ""NCG"", ""NF6"", ""NP5"", ""NYS"", ""N38"", ""PHY"", ""PSC"", ""PZ8"", ""P80"", ""QMH"", ""QNF"", ""QNX"", ""Q8E"", ""RSR"", ""R6J"", ""R7Q"", ""R9M"", ""R9N"", ""SLM"", ""SP9"", ""S80"", ""TDM"", ""TQ5"", ""TRJ"", ""T4L"", ""T8Z"", ""UBD"", ""UBI"", ""UEN"", ""UET"", ""UEU"", ""UE1"", ""UFB"", ""UGN"", ""UG1"", ""UH5"", ""UIT"", ""UJN"", ""UKK"", ""UKL"", ""UKT"", ""UKW"", ""UKZ"", ""UK3"", ""ULM"", ""UMN"", ""UOW"", ""UQS"", ""URC"", ""URF"", ""UTJ"", ""UVX"", ""UVZ"", ""UV2"", ""U05"", ""U2K"", ""U5G"", ""U91"", ""VRD"", ""VRF"", ""VRG"", ""VRH"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VSX"", ""VV4"", ""V8D"", ""WAK"", ""WLD"", ""WMI"", ""WNO"", ""XFD"", ""XL8"", ""XRJ"", ""Z82"", ""Z88"", ""0ST"", ""1NF"", ""1SZ"", ""2NF"", ""2ST"", ""3ST"", ""3VL"", ""4BK"", ""4ST"", ""41T"", ""5C6"", ""5FC"", ""5GD"", ""5ST"", ""6X1"", ""7X1"", ""8X2"", ""9X2""]}"
1GKTEHDE5TU600016,2026,HUMMER EV PICKUP,TRUCK,2X,Ultium - 20 module pack,None,4WD,INTERSTELLAR WHITE,99095,GROUP 1 GMC SOUTHWEST,"HOUSTON, TX 77074-1512",FJJFNP,"{""maker"": ""GMC"", ""model_year"": ""2026"", ""mmc_code"": ""TT35526"", ""vin"": ""1GKTEHDE5TU600016"", ""sitedealer_code"": ""09225"", ""sell_source"": ""48"", ""order_number"": ""FJJFNP"", ""creation_date"": ""8/1/2025"", ""Options"": [""AGJ"", ""AHV"", ""AJ7"", ""AKO"", ""AL0"", ""ARU"", ""ATH"", ""AT8"", ""AU3"", ""AVI"", ""AVK"", ""AVU"", ""AXP"", ""A2X"", ""A45"", ""A50"", ""A64"", ""A7K"", ""BG9"", ""BKA"", ""BKD"", ""BS1"", ""BTT"", ""BTV"", ""CE1"", ""CF7"", ""CJ4"", ""CKU"", ""CPL"", ""CTB"", ""CTT"", ""CWA"", ""C49"", ""C77"", ""DEA"", ""DEH"", ""DRZ"", ""EBI"", ""EF7"", ""EN0"", ""EN5"", ""EPH"", ""ETJ"", ""E01"", ""E6V"", ""FE9"", ""FJP"", ""FX3"", ""F45"", ""F47"", ""GAZ"", ""GQ2"", ""HBZ"", ""HS1"", ""IKP"", ""IVE"", ""JAD"", ""JCF"", ""JL1"", ""JSZ"", ""J26"", ""J77"", ""KA1"", ""KA6"", ""KI3"", ""KI4"", ""KQV"", ""KRV"", ""KSG"", ""KWP"", ""K12"", ""K2O"", ""K4C"", ""LHD"", ""LPA"", ""MAH"", ""MF1"", ""NAM"", ""NCG"", ""NF6"", ""NP5"", ""NYS"", ""N38"", ""PHY"", ""PSC"", ""PZ8"", ""P80"", ""QMH"", ""QNF"", ""QNX"", ""Q8E"", ""RSR"", ""R6J"", ""R9M"", ""R9N"", ""SLM"", ""SP9"", ""S80"", ""TDM"", ""TQ5"", ""TRJ"", ""T4L"", ""T8Z"", ""UBD"", ""UBI"", ""UEN"", ""UET"", ""UEU"", ""UE1"", ""UFB"", ""UGN"", ""UG1"", ""UH5"", ""UIT"", ""UJN"", ""UKK"", ""UKL"", ""UKT"", ""UKW"", ""UKZ"", ""UK3"", ""ULM"", ""UMN"", ""UOW"", ""UQS"", ""URC"", ""URF"", ""UTJ"", ""UVX"", ""UVZ"", ""UV2"", ""U05"", ""U2K"", ""U5G"", ""U91"", ""VK3"", ""VRD"", ""VRF"", ""VRG"", ""VRH"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VSX"", ""VV4"", ""V8D"", ""WAK"", ""WLD"", ""WMI"", ""WNO"", ""XFD"", ""XL8"", ""XRJ"", ""Z82"", ""Z88"", ""0ST"", ""1NF"", ""1SZ"", ""2NF"", ""2ST"", ""3ST"", ""3VL"", ""4BK"", ""4ST"", ""41T"", ""5C6"", ""5FC"", ""5GD"", ""5ST"", ""6X1"", ""7X1"", ""8X2"", ""9X2""]}"
1GKTEHDE7TU600017,2026,HUMMER EV PICKUP,TRUCK,2X,Ultium - 20 module pack,None,4WD,INTERSTELLAR WHITE,99095,LIGHTHOUSE BUICK GMC,"MORTON, IL 61550-1664",FJJF5X,"{""maker"": ""GMC"", ""model_year"": ""2026"", ""mmc_code"": ""TT35526"", ""vin"": ""1GKTEHDE7TU600017"", ""sitedealer_code"": ""26152"", ""sell_source"": ""48"", ""order_number"": ""FJJF5X"", ""creation_date"": ""8/1/2025"", ""Options"": [""AGJ"", ""AHV"", ""AJ7"", ""AKO"", ""AL0"", ""ARU"", ""ATH"", ""AT8"", ""AU3"", ""AVI"", ""AVK"", ""AVU"", ""AXP"", ""A2X"", ""A45"", ""A50"", ""A64"", ""A7K"", ""BG9"", ""BKA"", ""BKD"", ""BS1"", ""BTT"", ""BTV"", ""CE1"", ""CF7"", ""CJ4"", ""CKU"", ""CPL"", ""CTB"", ""CTT"", ""CWA"", ""C49"", ""C77"", ""DEA"", ""DEH"", ""DRZ"", ""EBI"", ""EF7"", ""EN0"", ""EN5"", ""EPH"", ""ETJ"", ""E01"", ""E6V"", ""FE9"", ""FJP"", ""FX3"", ""F45"", ""F47"", ""GAZ"", ""GQ2"", ""HBZ"", ""HS1"", ""IKP"", ""IVE"", ""JAD"", ""JCF"", ""JL1"", ""JSZ"", ""J26"", ""J77"", ""KA1"", ""KA6"", ""KI3"", ""KI4"", ""KQV"", ""KRV"", ""KSG"", ""KWP"", ""K12"", ""K2O"", ""K4C"", ""LHD"", ""LPA"", ""MAH"", ""MF1"", ""NAM"", ""NCG"", ""NF6"", ""NP5"", ""NYS"", ""N38"", ""PHY"", ""PSC"", ""PZ8"", ""P80"", ""QMH"", ""QNF"", ""QNX"", ""Q8E"", ""RSR"", ""R6J"", ""R9M"", ""R9N"", ""SLM"", ""SP9"", ""S80"", ""TDM"", ""TQ5"", ""TRJ"", ""T4L"", ""T8Z"", ""UBD"", ""UBI"", ""UEN"", ""UET"", ""UEU"", ""UE1"", ""UFB"", ""UGN"", ""UG1"", ""UH5"", ""UIT"", ""UJN"", ""UKK"", ""UKL"", ""UKT"", ""UKW"", ""UKZ"", ""UK3"", ""ULM"", ""UMN"", ""UOW"", ""UQS"", ""URC"", ""URF"", ""UTJ"", ""UVX"", ""UVZ"", ""UV2"", ""U05"", ""U2K"", ""U5G"", ""U91"", ""VK3"", ""VRD"", ""VRF"", ""VRG"", ""VRH"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VSX"", ""VV4"", ""V8D"", ""WAK"", ""WLD"", ""WMI"", ""WNO"", ""XFD"", ""XL8"", ""XRJ"", ""Z82"", ""Z88"", ""0ST"", ""1NF"", ""1SZ"", ""2NF"", ""2ST"", ""3ST"", ""3VL"", ""4BK"", ""4ST"", ""41T"", ""5C6"", ""5FC"", ""5GD"", ""5ST"", ""6X1"", ""7X1"", ""8X2"", ""9X2""]}"
1GKTEHDE9TU600021,2026,HUMMER EV PICKUP,TRUCK,2X,Ultium - 20 module pack,None,4WD,INTERSTELLAR WHITE,99095,F.C. KERBECK BUICK GMC,"PALMYRA, NJ 08065-1041",FJJGDJ,"{""maker"": ""GMC"", ""model_year"": ""2026"", ""mmc_code"": ""TT35526"", ""vin"": ""1GKTEHDE9TU600021"", ""sitedealer_code"": ""06521"", ""sell_source"": ""48"", ""order_number"": ""FJJGDJ"", ""creation_date"": ""8/1/2025"", ""Options"": [""AGJ"", ""AHV"", ""AJ7"", ""AKO"", ""AL0"", ""ARU"", ""ATH"", ""AT8"", ""AU3"", ""AVI"", ""AVK"", ""AVU"", ""AXP"", ""A2X"", ""A45"", ""A50"", ""A64"", ""A7K"", ""BG9"", ""BKA"", ""BKD"", ""BS1"", ""BTT"", ""BTV"", ""CE1"", ""CF7"", ""CJ4"", ""CKU"", ""CPL"", ""CTB"", ""CTT"", ""CWA"", ""C49"", ""C77"", ""DEA"", ""DEH"", ""DRZ"", ""EBI"", ""EF7"", ""EN0"", ""EN5"", ""EPH"", ""ETJ"", ""E01"", ""E6V"", ""FJP"", ""FX3"", ""F45"", ""F47"", ""GAZ"", ""GQ2"", ""HBZ"", ""HS1"", ""IKP"", ""IVE"", ""JAD"", ""JCF"", ""JL1"", ""JSZ"", ""J26"", ""J77"", ""KA1"", ""KA6"", ""KI3"", ""KI4"", ""KQV"", ""KRV"", ""KSG"", ""KWP"", ""K12"", ""K2O"", ""K4C"", ""LHD"", ""LPA"", ""MAH"", ""MF1"", ""NAM"", ""NCG"", ""NE1"", ""NF6"", ""NP5"", ""NYS"", ""N38"", ""PHY"", ""PSC"", ""PZ8"", ""P80"", ""QMH"", ""QNF"", ""QNX"", ""Q8E"", ""RSR"", ""R6J"", ""R6M"", ""R9M"", ""R9N"", ""SLM"", ""SP9"", ""S80"", ""TDM"", ""TQ5"", ""TRJ"", ""T4L"", ""T8Z"", ""UBD"", ""UBI"", ""UEN"", ""UET"", ""UEU"", ""UE1"", ""UFB"", ""UGN"", ""UG1"", ""UH5"", ""UIT"", ""UJN"", ""UKK"", ""UKL"", ""UKT"", ""UKW"", ""UKZ"", ""UK3"", ""ULM"", ""UMN"", ""UOW"", ""UQS"", ""URC"", ""URF"", ""UTJ"", ""UVX"", ""UVZ"", ""UV2"", ""U05"", ""U2K"", ""U5G"", ""U91"", ""VK3"", ""VRD"", ""VRF"", ""VRG"", ""VRH"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VSX"", ""VV4"", ""V8D"", ""WAK"", ""WLD"", ""WMI"", ""WNO"", ""XFD"", ""XL8"", ""XRJ"", ""Z82"", ""Z88"", ""0ST"", ""1NF"", ""1SZ"", ""2NF"", ""2ST"", ""3ST"", ""3VL"", ""4BK"", ""4ST"", ""41T"", ""5C6"", ""5FC"", ""5GD"", ""5ST"", ""6X1"", ""7X1"", ""8X2"", ""9X2""]}"
1GKTEHDE0TU600022,2026,HUMMER EV PICKUP,TRUCK,2X,Ultium - 20 module pack,None,4WD,INTERSTELLAR WHITE,99095,F.C. KERBECK BUICK GMC,"PALMYRA, NJ 08065-1041",FJJGDK,"{""maker"": ""GMC"", ""model_year"": ""2026"", ""mmc_code"": ""TT35526"", ""vin"": ""1GKTEHDE0TU600022"", ""sitedealer_code"": ""06521"", ""sell_source"": ""48"", ""order_number"": ""FJJGDK"", ""creation_date"": ""8/1/2025"", ""Options"": [""AGJ"", ""AHV"", ""AJ7"", ""AKO"", ""AL0"", ""ARU"", ""ATH"", ""AT8"", ""AU3"", ""AVI"", ""AVK"", ""AVU"", ""AXP"", ""A2X"", ""A45"", ""A50"", ""A64"", ""A7K"", ""BG9"", ""BKA"", ""BKD"", ""BS1"", ""BTT"", ""BTV"", ""CE1"", ""CF7"", ""CJ4"", ""CKU"", ""CPL"", ""CTB"", ""CTT"", ""CWA"", ""C49"", ""C77"", ""DEA"", ""DEH"", ""DRZ"", ""EBI"", ""EF7"", ""EN0"", ""EN5"", ""EPH"", ""ETJ"", ""E01"", ""E6V"", ""FJP"", ""FX3"", ""F45"", ""F47"", ""GAZ"", ""GQ2"", ""HBZ"", ""HS1"", ""IKP"", ""IVE"", ""JAD"", ""JCF"", ""JL1"", ""JSZ"", ""J26"", ""J77"", ""KA1"", ""KA6"", ""KI3"", ""KI4"", ""KQV"", ""KRV"", ""KSG"", ""KWP"", ""K12"", ""K2O"", ""K4C"", ""LHD"", ""LPA"", ""MAH"", ""MF1"", ""NAM"", ""NCG"", ""NE1"", ""NF6"", ""NP5"", ""NYS"", ""N38"", ""PHY"", ""PSC"", ""PZ8"", ""P80"", ""QMH"", ""QNF"", ""QNX"", ""Q8E"", ""RSR"", ""R6J"", ""R6M"", ""R9M"", ""R9N"", ""SLM"", ""SP9"", ""S80"", ""TDM"", ""TQ5"", ""TRJ"", ""T4L"", ""T8Z"", ""UBD"", ""UBI"", ""UEN"", ""UET"", ""UEU"", ""UE1"", ""UFB"", ""UGN"", ""UG1"", ""UH5"", ""UIT"", ""UJN"", ""UKK"", ""UKL"", ""UKT"", ""UKW"", ""UKZ"", ""UK3"", ""ULM"", ""UMN"", ""UOW"", ""UQS"", ""URC"", ""URF"", ""UTJ"", ""UVX"", ""UVZ"", ""UV2"", ""U05"", ""U2K"", ""U5G"", ""U91"", ""VK3"", ""VRD"", ""VRF"", ""VRG"", ""VRH"", ""VRK"", ""VRL"", ""VRM"", ""VRN"", ""VRR"", ""VSX"", ""VV4"", ""V8D"", ""WAK"", ""WLD"", ""WMI"", ""WNO"", ""XFD"", ""XL8"", ""XRJ"", ""Z82"", ""Z88"", ""0ST"", ""1NF"", ""1SZ"", ""2NF"", ""2ST"", ""3ST"", ""3VL"", ""4BK"", ""4ST"", ""41T"", ""5C6"", ""5FC"", ""5GD"", ""5ST"", ""6X1"", ""7X1"", ""8X2"", ""9X2""]}"
